subject,version,assignmentId,trial,practice,opt1_id,opt2_id,attributes,opt1_values,opt2_values,choice,rt,stamp,id
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",17,0,-1,-1,"Size of Yard,Proximity to Parks,Amount of Crime in Neighborhood,Size of Home,Freshly Painted Exterior,Washer/Dryer,Age of Building","Large,5 min,Low,1297 sq feet,Yes,Yes,New","Small,10 min,Moderate,1968 sq feet,Yes,Yes,New",0,11902,2021-10-07 14:52:31,1771
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",7,1,-1,-1,"Proximity to Parks,Central AC,Size of Home,Amount of Crime in Neighborhood,Proximity to Cafes/Restaurants,Size of Yard,Hardwood Floors","5 min,Yes,1882 sq feet,High,20 min,Medium,No","20 min,Yes,1592 sq feet,Moderate,10 min,Large,No",1,11555,2021-10-07 14:52:40,1772
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",18,0,-1,-1,"Amount of Natural Light,Fireplace,Proximity to Parks,Amount of Crime in Neighborhood,Freshly Painted Exterior,Noise Pollution,Climate of Area","A lot of natural light,No,10 min,Very High,Yes,Medium,Very Good","Moderate natural light,Yes,5 min,Very Low,No,High,Very Bad",0,8116,2021-10-07 14:52:41,1773
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",19,0,-1,-1,"Reputation of Closest School,Freshly Painted Exterior,Noise Pollution,Washer/Dryer,Proximity to Waterfront/Beaches,Proximity to Parks,Age of Building","Bad,No,Low,No,30 min,10 min,Old","Moderate,Yes,High,Yes,90 minutes,5 min,New",0,7751,2021-10-07 14:52:49,1774
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",8,1,-1,-1,"Amount of Crime in Neighborhood,Proximity to Cafes/Restaurants,Washer/Dryer,Hardwood Floors,Amount of Natural Light,Size of Yard,Number of Bedrooms","Moderate,20 min,Yes,No,No natural light,Large,3","Low,20 min,No,Yes,A lot of natural light,Small,1",1,10618,2021-10-07 14:52:52,1775
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",20,0,-1,-1,"Hardwood Floors,Size of Garage,Washer/Dryer,Size of Home,Reputation of Closest School,Age of Building,Proximity to Parks","No,Medium,Yes,1050 sq feet,Good,New,20 min","No,Large,Yes,1325 sq feet,Bad,Medium,20 min",1,11300,2021-10-07 14:53:02,1776
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",21,0,-1,-1,"Hardwood Floors,Size of Garage,Central AC,Amount of Natural Light,Noise Pollution,Amount of Crime in Neighborhood,Climate of Area","Yes,Small,No,A lot of natural light,Medium,Very High,Moderate","Yes,Large,No,Moderate natural light,Low,Moderate,Very Good",0,8268,2021-10-07 14:53:11,1777
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",9,1,-1,-1,"Proximity to Waterfront/Beaches,Size of Yard,Freshly Painted Exterior,Number of Bedrooms,Proximity to Cafes/Restaurants,Central AC,Reputation of Closest School","120 minutes,None,No,3,5 min,No,Very Bad","90 minutes,Small,Yes,3,20 min,No,Moderate",1,18845,2021-10-07 14:53:12,1778
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",22,0,-1,-1,"Amount of Crime in Neighborhood,Size of Garage,Climate of Area,Age of Building,Freshly Painted Exterior,Fireplace,Proximity to Parks","Very High,Large,Bad,New,No,No,10 min","Very High,Medium,Good,New,Yes,Yes,10 min",1,13139,2021-10-07 14:53:25,1779
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",23,0,-1,-1,"Proximity to Waterfront/Beaches,Freshly Painted Exterior,Age of Building,Size of Garage,Noise Pollution,Proximity to Parks,Fireplace","120 minutes,Yes,Old,Large,Medium,5 min,Yes","120 minutes,No,New,Large,Low,10 min,No",0,9209,2021-10-07 14:53:35,1780
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",24,0,-1,-1,"Amount of Natural Light,Amount of Crime in Neighborhood,Fireplace,Reputation of Closest School,Hardwood Floors,Freshly Painted Exterior,Proximity to Cafes/Restaurants","No natural light,Low,Yes,Very Bad,No,No,5 min","A lot of natural light,Very High,Yes,Good,Yes,Yes,20 min",1,8080,2021-10-07 14:53:44,1781
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",0,0,-1,-1,"Fireplace,Proximity to Cafes/Restaurants,Hardwood Floors,Proximity to Waterfront/Beaches,Size of Home,Central AC,Amount of Natural Light","Yes,20 min,No,60 min,1810 sq feet,No,A little natural light","No,10 min,No,30 min,1424 sq feet,Yes,A lot of natural light",1,18850,2021-10-07 14:53:46,1782
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",25,0,-1,-1,"Amount of Natural Light,Proximity to Waterfront/Beaches,Size of Yard,Hardwood Floors,Amount of Crime in Neighborhood,Age of Building,Noise Pollution","No natural light,90 minutes,Large,No,Very Low,Old,Medium","A little natural light,90 minutes,Large,No,Moderate,Old,Medium",1,7957,2021-10-07 14:53:53,1783
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",1,0,-1,-1,"Hardwood Floors,Freshly Painted Exterior,Size of Garage,Reputation of Closest School,Proximity to Cafes/Restaurants,Age of Building,Fireplace","Yes,Yes,Small,Very Good,5 min,New,No","Yes,No,Large,Very Bad,10 min,New,Yes",1,15838,2021-10-07 14:54:03,1784
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",26,0,-1,-1,"Number of Bedrooms,Freshly Painted Exterior,Noise Pollution,Amount of Crime in Neighborhood,Central AC,Size of Yard,Size of Garage","3,No,High,Very Low,No,None,Medium","1,Yes,Medium,Very High,No,Medium,Large",0,13640,2021-10-07 14:54:08,1785
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",27,0,-1,-1,"Climate of Area,Washer/Dryer,Proximity to Cafes/Restaurants,Proximity to Waterfront/Beaches,Number of Bedrooms,Hardwood Floors,Age of Building","Very Bad,Yes,5 min,120 minutes,2,No,New","Very Good,Yes,10 min,10 min,3,No,Old",1,7744,2021-10-07 14:54:17,1786
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",2,0,-1,-1,"Size of Garage,Amount of Natural Light,Proximity to Parks,Proximity to Cafes/Restaurants,Noise Pollution,Fireplace,Climate of Area","Large,A little natural light,20 min,10 min,Low,No,Moderate","None,A little natural light,5 min,5 min,High,Yes,Bad",0,16372,2021-10-07 14:54:20,1787
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",28,0,-1,-1,"Reputation of Closest School,Washer/Dryer,Hardwood Floors,Proximity to Cafes/Restaurants,Amount of Natural Light,Freshly Painted Exterior,Proximity to Parks","Very Good,No,Yes,20 min,A lot of natural light,No,5 min","Moderate,No,Yes,10 min,A little natural light,Yes,5 min",0,7741,2021-10-07 14:54:25,1788
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",29,0,-1,-1,"Amount of Crime in Neighborhood,Hardwood Floors,Size of Home,Proximity to Waterfront/Beaches,Freshly Painted Exterior,Reputation of Closest School,Fireplace","Low,Yes,1288 sq feet,10 min,Yes,Very Good,No","Very High,No,1411 sq feet,30 min,No,Bad,No",0,7873,2021-10-07 14:54:34,1789
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",3,0,-1,-1,"Proximity to Cafes/Restaurants,Proximity to Waterfront/Beaches,Reputation of Closest School,Fireplace,Central AC,Amount of Crime in Neighborhood,Hardwood Floors","5 min,60 min,Very Bad,Yes,Yes,Very High,No","20 min,30 min,Very Bad,Yes,Yes,High,Yes",1,16388,2021-10-07 14:54:37,1790
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",30,0,-1,-1,"Size of Yard,Noise Pollution,Proximity to Parks,Number of Bedrooms,Size of Garage,Fireplace,Freshly Painted Exterior","Medium,High,20 min,2,None,No,No","Medium,High,5 min,3,Medium,Yes,Yes",1,12992,2021-10-07 14:54:48,1791
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",4,0,-1,-1,"Hardwood Floors,Amount of Crime in Neighborhood,Freshly Painted Exterior,Size of Yard,Amount of Natural Light,Age of Building,Central AC","No,Very Low,Yes,Small,A little natural light,New,No","No,Very Low,No,None,Moderate natural light,Old,Yes",1,13312,2021-10-07 14:54:52,1792
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",31,0,-1,-1,"Reputation of Closest School,Washer/Dryer,Age of Building,Amount of Crime in Neighborhood,Proximity to Cafes/Restaurants,Amount of Natural Light,Hardwood Floors","Bad,No,New,Low,10 min,A little natural light,No","Very Good,Yes,Medium,Very High,5 min,Moderate natural light,No",1,7806,2021-10-07 14:54:57,1793
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",32,0,-1,-1,"Size of Garage,Proximity to Parks,Noise Pollution,Freshly Painted Exterior,Washer/Dryer,Amount of Crime in Neighborhood,Amount of Natural Light","None,5 min,Medium,No,Yes,Low,Moderate natural light","Large,10 min,High,Yes,No,High,No natural light",0,7687,2021-10-07 14:55:06,1794
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",5,0,-1,-1,"Amount of Crime in Neighborhood,Proximity to Waterfront/Beaches,Central AC,Size of Garage,Proximity to Parks,Fireplace,Hardwood Floors","Low,30 min,No,None,10 min,No,Yes","Low,90 minutes,Yes,Small,20 min,No,Yes",1,18425,2021-10-07 14:55:11,1795
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",6,0,-1,-1,"Proximity to Cafes/Restaurants,Reputation of Closest School,Amount of Crime in Neighborhood,Size of Home,Amount of Natural Light,Washer/Dryer,Hardwood Floors","10 min,Good,Moderate,981 sq feet,A little natural light,No,No","20 min,Bad,Moderate,1458 sq feet,A little natural light,Yes,No",1,10960,2021-10-07 14:55:23,1796
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",33,0,-1,-1,"Number of Bedrooms,Reputation of Closest School,Size of Garage,Noise Pollution,Fireplace,Washer/Dryer,Central AC","3,Bad,None,Medium,No,Yes,Yes","3,Bad,Small,Medium,No,Yes,No",1,28724,2021-10-07 14:55:36,1797
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",7,0,-1,-1,"Hardwood Floors,Proximity to Parks,Climate of Area,Proximity to Cafes/Restaurants,Fireplace,Noise Pollution,Number of Bedrooms","Yes,10 min,Good,10 min,No,Medium,3","Yes,10 min,Very Bad,20 min,Yes,Medium,3",0,12111,2021-10-07 14:55:36,1798
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",34,0,-1,-1,"Freshly Painted Exterior,Number of Bedrooms,Proximity to Cafes/Restaurants,Size of Yard,Climate of Area,Size of Garage,Fireplace","No,2,5 min,Large,Moderate,None,No","Yes,3,20 min,Large,Good,Medium,No",0,10145,2021-10-07 14:55:47,1799
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",8,0,-1,-1,"Central AC,Number of Bedrooms,Size of Yard,Fireplace,Amount of Natural Light,Size of Garage,Age of Building","Yes,2,Large,No,A lot of natural light,None,New","Yes,3,None,Yes,A lot of natural light,Medium,Medium",0,17783,2021-10-07 14:55:55,1800
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",35,0,-1,-1,"Age of Building,Amount of Crime in Neighborhood,Central AC,Hardwood Floors,Climate of Area,Reputation of Closest School,Proximity to Parks","Old,Low,Yes,No,Good,Good,10 min","Medium,Very High,Yes,Yes,Moderate,Moderate,5 min",0,18113,2021-10-07 14:56:06,1801
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",9,0,-1,-1,"Amount of Crime in Neighborhood,Proximity to Parks,Amount of Natural Light,Washer/Dryer,Central AC,Size of Home,Reputation of Closest School","Moderate,5 min,Moderate natural light,No,No,598 sq feet,Bad","Very Low,5 min,A little natural light,Yes,No,933 sq feet,Moderate",0,16234,2021-10-07 14:56:12,1802
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",36,0,-1,-1,"Size of Home,Age of Building,Noise Pollution,Number of Bedrooms,Proximity to Waterfront/Beaches,Central AC,Washer/Dryer","1393 sq feet,Medium,High,2,30 min,No,Yes","794 sq feet,New,Low,2,90 minutes,Yes,No",0,9096,2021-10-07 14:56:16,1803
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",10,0,-1,-1,"Proximity to Waterfront/Beaches,Proximity to Parks,Fireplace,Freshly Painted Exterior,Central AC,Amount of Crime in Neighborhood,Washer/Dryer","30 min,5 min,Yes,No,Yes,Very Low,No","60 min,20 min,Yes,No,No,Moderate,No",0,11205,2021-10-07 14:56:24,1804
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",37,0,-1,-1,"Age of Building,Reputation of Closest School,Climate of Area,Washer/Dryer,Central AC,Hardwood Floors,Number of Bedrooms","Medium,Very Good,Very Good,Yes,No,Yes,3","Medium,Bad,Very Good,Yes,Yes,No,1",0,9466,2021-10-07 14:56:26,1805
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",11,0,-1,-1,"Proximity to Parks,Washer/Dryer,Reputation of Closest School,Number of Bedrooms,Freshly Painted Exterior,Central AC,Hardwood Floors","5 min,Yes,Very Bad,3,Yes,No,Yes","20 min,Yes,Very Good,3,Yes,No,Yes",0,12559,2021-10-07 14:56:38,1806
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",38,0,-1,-1,"Proximity to Cafes/Restaurants,Hardwood Floors,Central AC,Number of Bedrooms,Proximity to Parks,Amount of Crime in Neighborhood,Amount of Natural Light","5 min,No,No,2,5 min,Moderate,No natural light","10 min,No,No,1,5 min,Very Low,A little natural light",1,14698,2021-10-07 14:56:42,1807
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",12,0,-1,-1,"Proximity to Waterfront/Beaches,Age of Building,Amount of Natural Light,Freshly Painted Exterior,Size of Garage,Hardwood Floors,Reputation of Closest School","30 min,Medium,A lot of natural light,Yes,Large,No,Very Good","60 min,Old,A little natural light,No,None,No,Good",0,9925,2021-10-07 14:56:49,1808
5e7cd5fbbb2c2c33153d372c,ma_choice_v2_pilot1,"",13,0,-1,-1,"Proximity to Cafes/Restaurants,Number of Bedrooms,Central AC,Freshly Painted Exterior,Hardwood Floors,Fireplace,Washer/Dryer","10 min,3,Yes,Yes,Yes,Yes,No","10 min,2,Yes,No,Yes,No,No",0,9773,2021-10-07 14:57:00,1809
5e1c6eb807951345dc242ef4,ma_choice_v2_pilot1,"",39,0,-1,-1,"Noise Pollution,Proximity to Cafes/Restaurants,Central AC,Amount of Natural Light,Reputation of Closest School,Freshly Painted Exterior,Proximity to Parks","High,10 min,Yes,A lot of natural light,Very Bad,Yes,10 min","Medium,10 min,Yes,Moderate natural light,Very Good,Yes,10 min",0,20137,2021-10-07 14:57:03,1810
