subject,version,assignmentId,trial,practice,opt1_id,opt2_id,attributes,opt1_values,opt2_values,choice,rt,stamp,id
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,0,0,-1,-1,"Noise pollution,Size of home,Reputation of closest school,Amount of natural light,Size of yard,Washer/dryer in unit,Amount of traffic,Proximity to public transportation,Proximity to cafes/restaurants,Year building was built,Quality of heat/AC system,Proximity to parks","Very Low,1600 square feet,Bad,A Little,500 square feet,No,Very Little,25 min away,25 min away,1950,Very Bad,5 min away","Very High,1200 square feet,Very Good,A Lot,900 square feet,Yes,A Lot,15 min away,15 min away,1972,Good,15 min away",0,8955,2022-01-26 19:21:29,10864
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,1,0,-1,-1,"Amount of traffic,Size of home,Proximity to public transportation,Amount of natural light,Quality of heat/AC system,Reputation of closest school,Proximity to cafes/restaurants,Noise pollution,Size of yard,Proximity to parks,Year building was built,Washer/dryer in unit","Very Little,1600 square feet,15 min away,A Little,Very Bad,Good,25 min away,High,800 square feet,10 min away,1952,No","A Lot,900 square feet,5 min away,A Lot,Very Good,Very Bad,10 min away,Very Low,600 square feet,20 min away,1996,Yes",0,8423,2022-01-26 19:21:38,10865
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,2,0,-1,-1,"Reputation of closest school,Noise pollution,Amount of natural light,Size of home,Amount of traffic,Proximity to public transportation,Washer/dryer in unit,Proximity to parks,Year building was built,Proximity to cafes/restaurants,Size of yard,Quality of heat/AC system","Very Good,High,A Little,1600 square feet,A Little,5 min away,Yes,5 min away,1973,10 min away,1000 square feet,Good","Very Bad,Very Low,A Lot,1300 square feet,A Lot,15 min away,No,20 min away,1951,20 min away,100 square feet,Very Bad",0,7526,2022-01-26 19:21:47,10866
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,3,0,-1,-1,"Reputation of closest school,Proximity to cafes/restaurants,Washer/dryer in unit,Amount of traffic,Year building was built,Proximity to parks,Proximity to public transportation,Size of home,Noise pollution,Amount of natural light,Size of yard,Quality of heat/AC system","Very Good,15 min away,No,A Lot,2009,15 min away,20 min away,1300 square feet,Very High,Very Little,500 square feet,Very Good","Very Bad,5 min away,Yes,A Little,1964,25 min away,5 min away,700 square feet,Very Low,A Lot,900 square feet,Moderate",0,8479,2022-01-26 19:21:56,10867
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,4,0,-1,-1,"Quality of heat/AC system,Year building was built,Size of home,Reputation of closest school,Amount of natural light,Washer/dryer in unit,Noise pollution,Proximity to cafes/restaurants,Proximity to parks,Size of yard,Amount of traffic,Proximity to public transportation","Very Good,1978,1100 square feet,Moderate,A Little,Yes,High,10 min away,5 min away,400 square feet,Very Little,25 min away","Moderate,2009,1500 square feet,Very Bad,A Lot,No,Low,20 min away,20 min away,800 square feet,A Moderate Amount,10 min away",1,12197,2022-01-26 19:22:09,10868
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,5,0,-1,-1,"Washer/dryer in unit,Proximity to public transportation,Size of home,Amount of natural light,Reputation of closest school,Amount of traffic,Proximity to cafes/restaurants,Noise pollution,Quality of heat/AC system,Proximity to parks,Size of yard,Year building was built","Yes,5 min away,600 square feet,A Moderate Amount,Good,Very Little,20 min away,High,Bad,20 min away,700 square feet,1980","No,25 min away,1300 square feet,Very Little,Very Bad,A Moderate Amount,5 min away,Low,Good,5 min away,500 square feet,2003",1,9770,2022-01-26 19:22:20,10869
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,6,0,-1,-1,"Size of home,Reputation of closest school,Amount of traffic,Size of yard,Proximity to parks,Proximity to cafes/restaurants,Washer/dryer in unit,Noise pollution,Year building was built,Quality of heat/AC system,Proximity to public transportation,Amount of natural light","1200 square feet,Bad,A Little,1000 square feet,5 min away,20 min away,No,High,1958,Very Bad,25 min away,A Moderate Amount","1700 square feet,Very Good,A Lot,200 square feet,15 min away,5 min away,Yes,Low,2006,Good,5 min away,Very Little",1,12948,2022-01-26 19:22:34,10870
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,7,0,-1,-1,"Proximity to cafes/restaurants,Size of home,Washer/dryer in unit,Amount of traffic,Amount of natural light,Size of yard,Year building was built,Reputation of closest school,Proximity to parks,Proximity to public transportation,Noise pollution,Quality of heat/AC system","15 min away,1400 square feet,Yes,Very Little,A Little,100 square feet,1972,Moderate,20 min away,20 min away,High,Good","25 min away,1800 square feet,No,A Lot,A Lot,700 square feet,2017,Very Bad,10 min away,10 min away,Low,Very Bad",1,7852,2022-01-26 19:22:43,10871
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,8,0,-1,-1,"Size of home,Proximity to public transportation,Amount of natural light,Noise pollution,Amount of traffic,Size of yard,Proximity to cafes/restaurants,Year building was built,Washer/dryer in unit,Proximity to parks,Quality of heat/AC system,Reputation of closest school","1500 square feet,20 min away,A Lot,High,A Lot,100 square feet,10 min away,1958,Yes,5 min away,Good,Very Bad","1000 square feet,5 min away,A Little,Very Low,Very Little,600 square feet,25 min away,2013,No,15 min away,Bad,Moderate",0,7670,2022-01-26 19:22:52,10872
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,9,0,-1,-1,"Year building was built,Size of yard,Reputation of closest school,Quality of heat/AC system,Proximity to parks,Washer/dryer in unit,Amount of traffic,Amount of natural light,Proximity to public transportation,Noise pollution,Proximity to cafes/restaurants,Size of home","2013,900 square feet,Very Bad,Very Bad,25 min away,Yes,A Moderate Amount,A Little,20 min away,High,25 min away,1600 square feet","1979,600 square feet,Very Good,Moderate,15 min away,No,Very Little,A Lot,5 min away,Low,10 min away,1300 square feet",0,8906,2022-01-26 19:23:02,10873
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,10,0,-1,-1,"Proximity to public transportation,Amount of traffic,Noise pollution,Washer/dryer in unit,Proximity to cafes/restaurants,Size of yard,Amount of natural light,Reputation of closest school,Quality of heat/AC system,Size of home,Year building was built,Proximity to parks","10 min away,A Moderate Amount,Very High,Yes,10 min away,400 square feet,A Moderate Amount,Moderate,Very Bad,800 square feet,2005,25 min away","20 min away,Very Little,Moderate,No,20 min away,100 square feet,Very Little,Very Bad,Very Good,1500 square feet,1976,5 min away",1,9941,2022-01-26 19:23:13,10874
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,11,0,-1,-1,"Quality of heat/AC system,Noise pollution,Year building was built,Proximity to parks,Proximity to public transportation,Proximity to cafes/restaurants,Reputation of closest school,Amount of traffic,Washer/dryer in unit,Size of yard,Amount of natural light,Size of home","Moderate,Low,2018,25 min away,25 min away,5 min away,Good,A Moderate Amount,Yes,600 square feet,Very Little,1100 square feet","Very Bad,High,1995,5 min away,5 min away,25 min away,Bad,Very Little,No,100 square feet,A Moderate Amount,800 square feet",0,8763,2022-01-26 19:23:22,10875
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,12,0,-1,-1,"Size of home,Noise pollution,Amount of traffic,Washer/dryer in unit,Quality of heat/AC system,Reputation of closest school,Proximity to public transportation,Year building was built,Proximity to cafes/restaurants,Proximity to parks,Size of yard,Amount of natural light","1100 square feet,Very High,Very Little,Yes,Very Good,Bad,5 min away,1963,25 min away,25 min away,500 square feet,Very Little","1800 square feet,Very Low,A Moderate Amount,No,Moderate,Very Good,20 min away,2000,15 min away,5 min away,200 square feet,A Moderate Amount",1,7783,2022-01-26 19:23:31,10876
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,13,0,-1,-1,"Reputation of closest school,Size of yard,Amount of natural light,Noise pollution,Proximity to public transportation,Proximity to parks,Amount of traffic,Proximity to cafes/restaurants,Year building was built,Size of home,Washer/dryer in unit,Quality of heat/AC system","Bad,200 square feet,A Moderate Amount,High,25 min away,20 min away,A Little,20 min away,1985,1600 square feet,No,Bad","Good,600 square feet,Very Little,Low,15 min away,5 min away,A Lot,5 min away,1961,1800 square feet,Yes,Very Good",1,9818,2022-01-26 19:23:42,10877
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,14,0,-1,-1,"Reputation of closest school,Noise pollution,Size of yard,Amount of traffic,Amount of natural light,Proximity to parks,Year building was built,Proximity to cafes/restaurants,Washer/dryer in unit,Proximity to public transportation,Size of home,Quality of heat/AC system","Very Good,Low,500 square feet,Very Little,A Moderate Amount,25 min away,1973,20 min away,Yes,20 min away,700 square feet,Very Bad","Moderate,High,300 square feet,A Moderate Amount,Very Little,15 min away,2006,5 min away,No,5 min away,1200 square feet,Good",1,9934,2022-01-26 19:23:53,10878
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,15,0,-1,-1,"Washer/dryer in unit,Proximity to parks,Size of yard,Amount of natural light,Noise pollution,Proximity to public transportation,Size of home,Year building was built,Amount of traffic,Quality of heat/AC system,Proximity to cafes/restaurants,Reputation of closest school","No,5 min away,400 square feet,Very Little,Very Low,25 min away,1000 square feet,1982,A Little,Good,20 min away,Bad","Yes,20 min away,200 square feet,A Lot,Very High,5 min away,1700 square feet,2011,A Lot,Very Bad,5 min away,Very Good",1,10128,2022-01-26 19:24:04,10879
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,16,0,-1,-1,"Proximity to cafes/restaurants,Proximity to public transportation,Year building was built,Size of home,Reputation of closest school,Proximity to parks,Noise pollution,Washer/dryer in unit,Amount of traffic,Amount of natural light,Size of yard,Quality of heat/AC system","10 min away,20 min away,1990,1000 square feet,Good,25 min away,Moderate,No,A Moderate Amount,Very Little,1000 square feet,Very Bad","20 min away,5 min away,1970,600 square feet,Bad,10 min away,Very Low,Yes,Very Little,A Lot,400 square feet,Very Good",0,8080,2022-01-26 19:24:13,10880
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,17,0,-1,-1,"Amount of traffic,Reputation of closest school,Quality of heat/AC system,Proximity to public transportation,Washer/dryer in unit,Year building was built,Amount of natural light,Size of home,Proximity to cafes/restaurants,Size of yard,Proximity to parks,Noise pollution","A Lot,Very Good,Moderate,20 min away,No,1980,A Little,700 square feet,5 min away,800 square feet,15 min away,Moderate","Very Little,Very Bad,Very Good,5 min away,Yes,2008,A Lot,1500 square feet,20 min away,400 square feet,25 min away,Very High",1,8888,2022-01-26 19:24:23,10881
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,18,0,-1,-1,"Size of home,Proximity to parks,Amount of natural light,Year building was built,Reputation of closest school,Amount of traffic,Proximity to cafes/restaurants,Quality of heat/AC system,Noise pollution,Size of yard,Washer/dryer in unit,Proximity to public transportation","1600 square feet,5 min away,A Little,2001,Bad,Very Little,10 min away,Very Bad,High,800 square feet,Yes,10 min away","700 square feet,15 min away,A Lot,1972,Very Good,A Moderate Amount,20 min away,Very Good,Low,400 square feet,No,20 min away",0,9077,2022-01-26 19:24:33,10882
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,19,0,-1,-1,"Amount of traffic,Amount of natural light,Washer/dryer in unit,Reputation of closest school,Year building was built,Proximity to public transportation,Size of home,Noise pollution,Proximity to parks,Proximity to cafes/restaurants,Quality of heat/AC system,Size of yard","A Little,A Moderate Amount,No,Very Good,1960,20 min away,1700 square feet,Very Low,15 min away,15 min away,Very Good,400 square feet","A Lot,Very Little,Yes,Moderate,2019,5 min away,800 square feet,High,25 min away,5 min away,Very Bad,700 square feet",0,8815,2022-01-26 19:24:43,10883
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,20,0,-1,-1,"Amount of natural light,Washer/dryer in unit,Proximity to cafes/restaurants,Noise pollution,Size of yard,Year building was built,Amount of traffic,Proximity to public transportation,Proximity to parks,Quality of heat/AC system,Reputation of closest school,Size of home","Very Little,No,25 min away,Moderate,200 square feet,1963,A Moderate Amount,20 min away,25 min away,Very Bad,Very Good,1400 square feet","A Moderate Amount,Yes,10 min away,Very High,800 square feet,2016,Very Little,10 min away,5 min away,Very Good,Very Bad,1800 square feet",1,7474,2022-01-26 19:24:51,10884
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,21,0,-1,-1,"Year building was built,Amount of traffic,Noise pollution,Washer/dryer in unit,Quality of heat/AC system,Amount of natural light,Reputation of closest school,Proximity to public transportation,Proximity to cafes/restaurants,Proximity to parks,Size of home,Size of yard","2014,A Little,High,Yes,Very Good,A Moderate Amount,Bad,5 min away,20 min away,20 min away,1000 square feet,300 square feet","1978,A Lot,Low,No,Very Bad,Very Little,Good,15 min away,10 min away,5 min away,1400 square feet,0 square feet",1,8201,2022-01-26 19:25:01,10885
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,22,0,-1,-1,"Size of home,Quality of heat/AC system,Amount of natural light,Noise pollution,Proximity to parks,Size of yard,Amount of traffic,Reputation of closest school,Proximity to cafes/restaurants,Proximity to public transportation,Washer/dryer in unit,Year building was built","1700 square feet,Very Bad,A Moderate Amount,Low,20 min away,900 square feet,Very Little,Moderate,20 min away,15 min away,No,1971","1000 square feet,Moderate,Very Little,Very High,5 min away,100 square feet,A Lot,Very Bad,5 min away,25 min away,Yes,2017",0,8196,2022-01-26 19:25:10,10886
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,23,0,-1,-1,"Amount of traffic,Proximity to cafes/restaurants,Size of yard,Proximity to parks,Proximity to public transportation,Amount of natural light,Reputation of closest school,Noise pollution,Size of home,Washer/dryer in unit,Quality of heat/AC system,Year building was built","A Moderate Amount,20 min away,800 square feet,25 min away,10 min away,Very Little,Moderate,Very High,1400 square feet,No,Very Bad,1996","Very Little,10 min away,300 square feet,5 min away,25 min away,A Moderate Amount,Very Bad,Low,1800 square feet,Yes,Very Good,1967",1,11226,2022-01-26 19:25:22,10887
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,24,0,-1,-1,"Proximity to parks,Size of home,Proximity to public transportation,Proximity to cafes/restaurants,Noise pollution,Washer/dryer in unit,Quality of heat/AC system,Reputation of closest school,Year building was built,Size of yard,Amount of natural light,Amount of traffic","20 min away,1100 square feet,15 min away,15 min away,High,No,Good,Very Good,1989,600 square feet,A Lot,A Little","10 min away,1500 square feet,25 min away,25 min away,Very Low,Yes,Bad,Bad,1953,400 square feet,A Little,A Lot",1,7435,2022-01-26 19:25:31,10888
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,25,0,-1,-1,"Washer/dryer in unit,Quality of heat/AC system,Size of home,Proximity to cafes/restaurants,Amount of natural light,Proximity to parks,Reputation of closest school,Size of yard,Proximity to public transportation,Year building was built,Noise pollution,Amount of traffic","No,Very Good,1100 square feet,5 min away,A Lot,5 min away,Very Bad,200 square feet,10 min away,1985,Moderate,A Little","Yes,Bad,1500 square feet,25 min away,A Little,25 min away,Very Good,500 square feet,25 min away,2016,Very High,A Lot",1,9088,2022-01-26 19:25:41,10889
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,26,0,-1,-1,"Proximity to public transportation,Quality of heat/AC system,Proximity to parks,Amount of natural light,Amount of traffic,Reputation of closest school,Year building was built,Washer/dryer in unit,Size of yard,Size of home,Noise pollution,Proximity to cafes/restaurants","10 min away,Moderate,5 min away,Very Little,A Lot,Very Good,1993,Yes,200 square feet,800 square feet,High,5 min away","20 min away,Very Good,15 min away,A Moderate Amount,A Little,Bad,1971,No,600 square feet,1200 square feet,Very Low,25 min away",1,7548,2022-01-26 19:25:49,10890
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,27,0,-1,-1,"Reputation of closest school,Noise pollution,Proximity to cafes/restaurants,Quality of heat/AC system,Proximity to public transportation,Amount of traffic,Washer/dryer in unit,Size of yard,Amount of natural light,Size of home,Year building was built,Proximity to parks","Very Good,Very High,20 min away,Good,10 min away,A Lot,No,400 square feet,A Moderate Amount,1700 square feet,1976,5 min away","Moderate,Very Low,10 min away,Bad,25 min away,Very Little,Yes,900 square feet,Very Little,1100 square feet,2016,15 min away",0,7847,2022-01-26 19:25:58,10891
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,28,0,-1,-1,"Proximity to cafes/restaurants,Size of home,Washer/dryer in unit,Reputation of closest school,Quality of heat/AC system,Amount of traffic,Size of yard,Year building was built,Amount of natural light,Proximity to public transportation,Proximity to parks,Noise pollution","15 min away,1700 square feet,No,Bad,Very Good,Very Little,600 square feet,2007,A Little,10 min away,5 min away,Low","25 min away,1000 square feet,Yes,Good,Moderate,A Lot,400 square feet,1969,A Lot,25 min away,20 min away,Very High",0,7454,2022-01-26 19:26:07,10892
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,29,0,-1,-1,"Noise pollution,Quality of heat/AC system,Proximity to public transportation,Size of yard,Washer/dryer in unit,Amount of natural light,Proximity to parks,Reputation of closest school,Amount of traffic,Proximity to cafes/restaurants,Size of home,Year building was built","Very Low,Very Good,20 min away,600 square feet,No,Very Little,20 min away,Moderate,A Lot,5 min away,1200 square feet,2014","Very High,Moderate,5 min away,400 square feet,Yes,A Moderate Amount,10 min away,Very Bad,Very Little,25 min away,700 square feet,1992",0,7526,2022-01-26 19:26:15,10893
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,30,0,-1,-1,"Reputation of closest school,Size of yard,Amount of natural light,Proximity to cafes/restaurants,Quality of heat/AC system,Washer/dryer in unit,Proximity to public transportation,Size of home,Proximity to parks,Year building was built,Noise pollution,Amount of traffic","Very Bad,400 square feet,A Little,20 min away,Bad,Yes,20 min away,1700 square feet,15 min away,2005,Low,A Little","Moderate,700 square feet,A Lot,5 min away,Good,No,10 min away,1500 square feet,5 min away,1958,High,A Lot",0,7712,2022-01-26 19:26:24,10894
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,31,0,-1,-1,"Proximity to cafes/restaurants,Amount of traffic,Reputation of closest school,Proximity to parks,Noise pollution,Size of home,Proximity to public transportation,Amount of natural light,Size of yard,Washer/dryer in unit,Year building was built,Quality of heat/AC system","10 min away,A Little,Very Bad,25 min away,Moderate,900 square feet,10 min away,A Lot,700 square feet,Yes,1962,Very Good","20 min away,A Lot,Moderate,10 min away,Very Low,1300 square feet,25 min away,Very Little,300 square feet,No,2011,Bad",1,7476,2022-01-26 19:26:32,10895
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,32,0,-1,-1,"Year building was built,Amount of traffic,Washer/dryer in unit,Proximity to public transportation,Reputation of closest school,Amount of natural light,Proximity to cafes/restaurants,Proximity to parks,Size of home,Quality of heat/AC system,Noise pollution,Size of yard","1980,A Lot,No,10 min away,Good,A Lot,15 min away,25 min away,1800 square feet,Very Good,Moderate,400 square feet","2001,Very Little,Yes,25 min away,Very Bad,A Little,25 min away,10 min away,800 square feet,Moderate,Very High,200 square feet",0,7494,2022-01-26 19:26:41,10896
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,33,0,-1,-1,"Size of yard,Quality of heat/AC system,Year building was built,Reputation of closest school,Amount of natural light,Proximity to parks,Proximity to public transportation,Proximity to cafes/restaurants,Washer/dryer in unit,Size of home,Noise pollution,Amount of traffic","900 square feet,Bad,1994,Bad,A Moderate Amount,5 min away,15 min away,25 min away,No,1500 square feet,Very Low,A Lot","400 square feet,Very Good,2014,Good,Very Little,20 min away,25 min away,5 min away,Yes,900 square feet,High,Very Little",0,7438,2022-01-26 19:26:49,10897
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,34,0,-1,-1,"Amount of natural light,Reputation of closest school,Washer/dryer in unit,Size of yard,Proximity to cafes/restaurants,Size of home,Proximity to parks,Quality of heat/AC system,Amount of traffic,Noise pollution,Proximity to public transportation,Year building was built","A Moderate Amount,Bad,No,200 square feet,10 min away,700 square feet,25 min away,Good,A Moderate Amount,Very High,20 min away,1979","Very Little,Very Good,Yes,800 square feet,25 min away,1700 square feet,5 min away,Very Bad,Very Little,Very Low,10 min away,2010",1,7719,2022-01-26 19:26:58,10898
60fe22dd264b60cfa27edffd,ma_choice_v3_pilot3,60fe22dd264b60cfa27edffd,35,0,-1,-1,"Amount of traffic,Proximity to public transportation,Quality of heat/AC system,Noise pollution,Proximity to cafes/restaurants,Size of home,Washer/dryer in unit,Proximity to parks,Size of yard,Amount of natural light,Year building was built,Reputation of closest school","Very Little,10 min away,Very Bad,Very High,10 min away,600 square feet,Yes,25 min away,400 square feet,A Little,1961,Moderate","A Moderate Amount,20 min away,Very Good,Low,25 min away,1700 square feet,No,10 min away,900 square feet,A Lot,2000,Very Bad",1,7389,2022-01-26 19:27:06,10899
