"item_id","title","action","cult classic","drama","fantasy world","science fiction","romantic","suspense","art","funny","quirky","adventure","violent"
151,"Rob Roy (1995)",0.5597893,0.17042816,0.67052984,0.47514427,0.21906379,0.39009774,0.12426293,0.081964076,0.014689803,0.024896145,0.7164364,0.7243782
155,"Beyond Rangoon (1995)",0.1444788,0.10732278,0.49842858,0.3485732,0.24732903,0.12384534,0.1043883,0.09989917,0.011167765,0.026384532,0.52374756,0.24876204
156,"Blue in the Face (1995)",0.15293235,0.4743408,0.050306916,0.5163728,0.22844875,0.19858807,0.0037525296,0.68680954,0.28700256,0.21051657,0.009809643,0.057518095
158,"Casper (1995)",0.44449234,0.03620732,0.14753366,0.6163616,0.34135246,0.40621495,0.09001559,0.18886161,0.50319743,0.20846644,0.6315397,0.073762596
164,"Devil in a Blue Dress (1995)",0.20011792,0.3960904,0.63643444,0.4825765,0.124062836,-0.002033919,0.5682014,0.2649529,0.040272474,0.25184023,0.0027971268,0.40245068
167,"Feast of July (1995)",0.030096382,0.43033254,0.4733715,0.6352048,0.28987682,0.36573172,0.029506445,0.1121279,0.018435925,0.25884593,0.017503917,0.5688789
1000,"Curdled (1996)",0.023433596,0.32784688,0.07220763,0.57750237,0.39252394,0.0413284,0.8046191,0.10965377,0.16426024,0.74000275,0.002842486,0.72454333
1002,"Ed's Next Move (1996)",0.035576284,0.65340304,0.10202673,0.6108167,0.25152564,0.6833633,0.22773653,0.872396,0.09193939,0.7199509,0.025501639,0.011428595
1003,"Extreme Measures (1996)",0.51429474,0.015405387,0.31787926,0.40762854,0.21983156,0.553205,0.89574647,0.1848867,0.010514289,0.027611583,0.018407136,0.04752651
1004,"Glimmer Man, The (1996)",0.86195755,0.07870436,0.17490518,0.34718347,0.2550509,0.035373867,0.20196566,0.18327451,0.13262367,0.027102858,0.15262762,0.5311924
1006,"Chamber, The (1996)",0.042191595,0.1465362,0.53605783,0.42244315,0.24426308,0.121658385,0.35842323,0.01259473,0.013553798,0.006759584,0.0023661256,0.008610189
1007,"Apple Dumpling Gang, The (1975)",0.549173,0.30010653,0.132175,0.66619277,0.63615835,0.13359818,0.031172931,0.004761189,0.6716089,0.018467426,0.36540926,0.05494958
1008,"Davy Crockett, King of the Wild Frontier (1955)",0.4796977,0.43393362,0.096975446,0.49923718,0.6632792,0.22583443,0.058076918,0.24253091,0.30041683,0.023919702,0.72056556,0.048442245
1010,"Love Bug, The (1969)",0.40804434,0.8811743,0.14331973,0.5121969,0.36816216,0.39033818,0.03644854,0.0039491355,0.6335615,0.010861635,0.5721233,0.16563165
1011,"Herbie Rides Again (1974)",0.19885719,0.18938446,0.10792369,0.5469353,0.43033278,0.34967363,0.014744461,0.0288558,0.38815725,0.013735294,0.56220686,0.41710925
1014,"Pollyanna (1960)",0.2584808,0.27368844,0.2531762,0.48147297,0.38646984,0.49289918,0.04960215,0.18887049,0.16284025,0.017743766,0.1573574,0.112867415
1015,"Homeward Bound: The Incredible Journey (1993)",0.17986351,0.06145203,0.15452316,0.41263616,0.1674886,0.15714604,0.30284894,0.06707829,0.49575257,0.017481565,0.8454976,0.110295326
1018,"That Darn Cat! (1965)",0.20703289,0.1282615,0.2615224,0.6733353,0.44763613,0.424832,0.15387735,0.2568555,0.50708187,0.009821117,0.20983696,0.009602696
1020,"Cool Runnings (1993)",0.11023292,0.035075724,0.23259574,0.42299092,0.40217257,0.16821414,0.16537333,-0.0076458007,0.5580746,0.010744542,0.22874224,0.092555106
1021,"Angels in the Outfield (1994)",0.06854248,0.12054926,0.23245776,0.51034486,0.3930959,0.2695462,0.13635635,0.11818075,0.53655994,0.1224176,0.30158317,0.17921382
1038,"Unhook the Stars (1996)",0.035683304,0.37133896,0.6255866,0.65527725,0.3631398,0.13477343,0.06637895,0.45035005,0.00804469,0.30444074,0.0073112547,0.0289433
1040,"Secret Agent, The (1996)",0.14298344,0.07847145,0.39319766,0.60731924,0.24664578,0.15051821,0.0032542348,0.4470029,0.02034986,0.030705243,0.0024324656,0.34342015
1044,"Surviving Picasso (1996)",0.09930545,0.30661803,0.19913355,0.50125587,0.4352082,0.63092625,0.042433977,0.96158516,0.0059898496,0.15060079,0.07565242,0.015418857
1045,"Love Is All There Is (1996)",0.035026193,0.5443387,0.062140644,0.5704819,0.7788079,0.6677458,0.38467056,0.078136384,0.23233652,0.027639389,0.0067448616,0.12342641
1053,"Normal Life (1996)",0.020690054,0.2444584,0.03956461,0.46980393,0.29450554,0.058253884,0.012703061,0.41710836,0.0024060905,0.5628053,0.0050237477,0.016619593
1055,"Shadow Conspiracy (1997)",0.78844285,0.20577893,0.06813559,0.39224726,0.35448807,0.07784259,0.5646993,0.08000851,0.014154971,0.032151997,0.029788256,0.316002
1058,"Bitter Sugar (Azúcar amarga) (1996)",0.02059716,0.11364165,0.40531826,0.49190962,0.27513337,0.02768594,0.0014680028,0.09526247,0.006944895,0.03384891,0.018652916,0.008576274
1063,"Johns (1996)",0.02914545,0.23119888,0.028183669,0.64828146,0.2564448,0.048993677,0.082837164,0.100857526,0.08940074,0.57480466,0.003549397,0.2768277
1066,"Shall We Dance (1937)",0.0378052,0.15797135,0.24913588,0.22644275,0.14094955,0.53044677,0.01890093,0.5761125,0.013357937,0.22499776,0.0077704787,0.007302642
1067,"Damsel in Distress, A (1937)",0.02947545,0.09091005,0.15720701,0.3460102,0.22542566,0.751858,0.0031449795,0.035062492,0.1971418,0.1095435,0.004902959,0.008812636
1070,"Macao (1952)",0.072209924,0.10047647,0.29460168,0.6869346,0.17244965,0.18363166,0.2953509,-0.0056334585,0.024287045,0.033989638,0.22556436,0.026509643
1071,"For the Moment (1994)",0.030372858,0.41778862,0.06503832,0.5762732,0.3292997,0.42042744,0.015005112,0.056708813,0.08327323,0.12015614,0.29756343,0.014880389
1078,"Bananas (1971)",0.07119346,0.6395476,0.18284905,0.3016199,0.18728396,0.2014158,0.0931744,0.27230144,0.73123574,0.6713513,0.007545918,0.14672613
1082,"Candidate, The (1972)",0.027353019,0.5295365,0.5076901,0.45225084,0.24976653,0.12482631,0.306134,0.22285804,0.16249207,0.39607775,0.011404306,0.042492807
1091,"Weekend at Bernie's (1989)",0.5240754,0.45104718,0.11706263,0.43869174,0.6259024,0.3745787,0.16887242,0.0549134,0.6342062,0.27128494,0.4410231,0.16723824
1094,"Crying Game, The (1992)",0.04497266,0.07175836,0.67493844,0.3748445,0.17652905,0.49486732,0.3452897,0.6095842,0.0044629574,0.22115543,0.0044811964,0.5752398
1098,"Search for One-eye Jimmy, The (1996)",0.069743544,0.56668687,0.060928315,0.48217142,0.4457655,0.014832944,0.06439242,0.58273053,0.28685987,0.044180423,0.0029781163,0.6974405
1105,"Children of the Corn IV: The Gathering (1996)",0.11083567,0.062135726,0.07056731,0.4203434,0.3150928,0.09695685,0.32102227,0.06303647,0.024078429,0.0500471,-0.003170997,0.31550807
1107,"Loser (1991)",0.490646,0.45953178,0.22986016,0.6835551,0.38885355,0.73943293,0.22612843,0.29883194,0.7588924,0.28596926,0.15063342,0.14473122
1113,"Associate, The (1996)",0.06529248,0.24036941,0.49760187,0.526901,0.32558298,0.074308395,0.06959367,0.049180895,0.44132555,0.0384897,0.022694737,0.007850945
1114,"Funeral, The (1996)",0.17383373,0.12553462,0.39245158,0.4865731,0.3137251,0.29819524,0.017841756,0.32935405,0.008499652,0.116057396,0.0029186606,0.46606886
1121,"Glory Daze (1995)",0.2655776,0.45623112,0.12587315,0.71370494,0.65224123,0.3363135,0.10897577,0.33848667,0.40685225,0.22084683,0.25273937,0.06361884
1134,"Johnny 100 Pesos (Johnny cien pesos) (1993)",0.67032254,0.394565,0.6789781,0.61801386,0.41801053,0.05492741,0.047482193,0.6611811,0.017756939,0.144079,0.013203174,0.01564765
1137,"Hustler White (1996)",0.02576524,0.57788444,0.063135326,0.5807091,0.72460425,0.026334286,0.0123749375,0.87397885,0.03143379,0.29805064,0.011723697,0.20566225
1138,"Dadetown (1995)",0.082849234,0.2839073,0.12745628,0.5660083,0.27091968,0.0657326,0.056668162,0.019288212,0.0787898,0.07152814,0.08753538,0.027097285
1144,"Line King: The Al Hirschfeld Story, The (1996)",0.10994679,0.36912632,0.1777184,0.68192744,0.26983678,0.07545665,0.039951652,0.4184506,0.04194343,0.17105976,0.08774996,0.029764533
1147,"When We Were Kings (1996)",0.08522293,0.78941643,0.70397544,0.2300883,0.15930077,0.031905472,0.508319,0.7864404,0.24903026,0.24584353,0.08068767,0.13808292
1149,"JLG/JLG (JLG/JLG - autoportrait de décembre) (1994)",0.029536426,0.32929552,0.059781432,0.5314251,0.35025305,0.029872835,0.017377526,0.77245986,0.013200492,0.15304941,0.014423579,0.112933874
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",0.123962164,0.37007248,0.59484947,0.3965662,0.18973204,0.28319472,0.36236686,0.88964295,0.012018055,0.65001214,0.019806415,0.011244148
1151,"Lesson Faust (1994)",0.13553047,0.4049301,0.08014959,0.9937272,0.15965325,0.009095192,0.0018238127,0.70761895,0.018530756,0.027247906,0.012835294,0.00903669
1153,"Raw Deal (1948)",0.053830385,0.12691188,0.15342367,0.44729626,0.28975672,0.04512742,0.06289998,0.005939305,0.0066352487,0.029793203,0.0022857785,0.5089475
1164,"2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967)",0.024892509,0.10006207,0.03785616,0.36340058,0.21954241,0.004563719,0.00016927719,0.850528,0.024078786,0.16765416,0.13875324,0.020146191
1167,"Dear God (1996)",0.12303731,0.12255937,0.103164345,0.63821423,0.601202,0.33746654,0.019128412,-0.0039783865,0.53319335,0.18813622,0.10886067,0.016478717
1168,"Bad Moon (1996)",0.19473204,0.058781505,0.2529652,0.39602453,0.12169254,0.09561995,0.36901844,0.2651881,0.0071421266,0.009473562,0.0011171699,0.39785612
1170,"Best of the Best 3: No Turning Back (1995)",0.7867788,0.2340593,0.34193933,0.43499088,0.47288013,0.14027566,0.15005314,0.042022735,0.11422056,0.040911853,0.07337481,0.55335593
1174,"Dead Tired (Grosse Fatigue) (1994)",0.045318067,0.44274318,0.15804362,0.6503823,0.28199542,0.03812313,0.060452342,0.21389046,0.31192636,0.32021576,0.01516065,0.021093547
1177,"Enchanted April (1992)",0.059974432,0.4218009,0.3510189,0.45863116,0.1154404,0.84962094,0.0057291985,0.0315243,0.0012635589,0.124046296,0.28561687,0.015846372
1180,"Hear My Song (1991)",0.021609098,0.34419,0.23906875,0.7463366,0.3260554,0.7501867,0.018714368,0.19303584,0.5374305,0.7430794,0.5224806,0.013070166
1181,"Shooter, The (1997)",0.6476934,0.7630681,0.14633101,0.6012838,0.5384052,0.02441281,0.63736653,0.00048702955,0.020675063,0.27503312,0.06273717,0.08862284
1187,"Passion Fish (1992)",0.18970758,0.36215603,0.6269809,0.35567188,0.23894727,0.08438718,0.035214543,0.49892402,0.014781028,0.29327554,0.003624618,0.010627896
1188,"Strictly Ballroom (1992)",0.039174467,0.20706773,0.28165185,0.23079601,0.013027728,0.72512007,0.001751095,0.45587695,0.05292788,0.9155419,0.07501376,0.008389264
1190,"Tie Me Up! Tie Me Down! (¡Átame!) (1990)",0.075240254,0.23530948,0.3319925,0.51730716,0.19015366,0.39794207,0.26109314,0.80020475,0.057359725,0.6630863,0.008561045,0.5927659
1191,"Madonna: Truth or Dare (1991)",0.04894197,0.39900458,0.06773117,0.4384966,0.28907776,0.272269,0.07480687,0.37109524,0.014413506,0.12024248,0.00036102533,0.02126208
1216,"Big Blue, The (Grand bleu, Le) (1988)",0.2103025,0.43463016,0.40493107,0.37410033,0.09929791,0.49636674,0.0047779083,0.6014421,0.01646763,0.315439,0.43525922,0.07858378
1224,"Henry V (1989)",0.12133998,0.31713015,0.86527514,0.48748958,0.14454123,0.3519541,0.0518654,0.25989556,0.14041102,0.24444821,0.3237096,0.18894696
1264,"Diva (1981)",0.092161804,0.51389587,0.47736537,0.33651078,0.10096198,0.45608425,0.18764892,0.8785492,0.019370824,0.6994728,0.25310898,0.28195584
1311,"Santa with Muscles (1996)",0.15629393,0.08740288,0.061689913,0.34208143,0.20582354,0.13639662,0.083616376,0.06738415,0.10253143,0.21749726,-0.0023721159,0.26161128
1313,"Mad Dog Time (1996)",0.029791415,0.24043718,0.05996424,0.72104204,0.32445395,0.028971791,0.20796633,0.3158918,0.12888998,0.4946928,-0.0018487275,0.34913862
1314,"Breathing Room (1996)",0.11930165,0.5509428,0.18148983,0.7089399,0.29951787,0.8139763,0.15063867,0.129951,0.054938376,0.08537021,0.034796536,0.038059503
1317,"I'm Not Rappaport (1996)",0.14628884,0.37969542,0.5042999,0.57922506,0.34558654,0.0285545,0.019305885,0.41029406,0.09544709,0.13222122,0.3677653,0.010511398
1325,"Amityville: A New Generation (1993)",0.47727144,0.3374232,0.2699523,0.52604353,0.428703,0.12176609,0.7129042,0.5119871,0.1112341,0.09066951,0.093705565,0.18413603
1328,"Amityville Curse, The (1990)",0.26227975,0.39911854,0.06990251,0.5027517,0.35122073,0.1372807,0.45623326,0.29839563,0.108606815,0.06421071,0.01716873,0.1397202
1329,"Blood for Dracula (Andy Warhol's Dracula) (1974)",0.02794063,0.6198,0.12746254,0.39798427,0.14163074,0.0008813739,0.24401954,0.28336936,0.06010583,0.15401798,-0.0003387332,0.046159327
1341,"Burnt Offerings (1976)",0.094017684,0.6238351,0.041427016,0.4312265,0.11567879,0.3218459,0.73238003,0.14335161,0.0012651384,0.20718372,0.0021713972,0.46409893
1351,"Blood and Wine (Blood & Wine) (1996)",0.36264092,0.33864665,0.5973028,0.43840086,0.55046713,0.2050328,0.7900275,0.36507773,0.025357783,0.24998039,0.04233998,0.61457527
1353,"Mirror Has Two Faces, The (1996)",0.08024725,0.16113693,0.22233132,0.46278667,0.19549897,0.9293872,0.034094095,-0.006483659,0.3302101,0.020562172,0.054510713,0.007464528
1363,"Preacher's Wife, The (1996)",0.3418609,0.14877641,0.3886388,0.3803429,0.2424821,0.79502726,0.041879714,0.007255852,0.26135337,0.027371049,0.047574103,0.007523507
1364,"Zero Kelvin (Kjærlighetens kjøtere) (1995)",0.26288176,0.45609832,0.5826428,0.55833244,0.25232327,0.020891398,0.025312394,0.5265027,0.021638125,0.3146243,0.5245782,0.09478718
1369,"I Can't Sleep (J'ai pas sommeil) (1994)",0.053269327,0.1766094,0.3180579,0.5096221,0.17978007,0.21406314,0.88601875,0.13437352,0.016403675,0.13468137,0.018619925,0.009488881
1382,"Marked for Death (1990)",0.85446155,0.14140683,0.09582594,0.35128617,0.47111988,0.0030621886,0.29729253,0.22957903,0.09853673,0.22618932,0.10589799,0.74578345
1383,"Adrenalin: Fear the Rush (1996)",0.4068861,0.1903834,0.056185216,0.34907103,0.6243932,0.07147536,0.38238788,0.0052665174,0.114749044,0.122596264,-0.0022811592,0.15230954
1384,"Substance of Fire, The (1996)",0.25767618,0.31447804,0.4940971,0.535877,0.23969081,0.018513054,0.045920163,0.096568495,0.00875023,0.13290721,0.023114651,0.009383947
1392,"Citizen Ruth (1996)",0.013412684,0.41977084,0.5409671,0.36743993,0.30974364,0.01963839,0.08054286,0.35448265,0.16441679,0.32608306,0.0086218715,0.123998106
1397,"Bastard Out of Carolina (1996)",0.084453255,0.36243516,0.78347754,0.5051043,0.28507924,0.107908726,0.6056762,0.33817756,0.02213189,0.07917827,0.056716025,0.6245694
1404,"Night Falls on Manhattan (1996)",0.14985913,0.4766438,0.751915,0.5624882,0.3539337,0.07752496,0.23880836,0.18173033,0.023592532,0.17133951,0.05444625,0.09569973
1409,"Michael (1996)",0.22801608,0.07271385,0.86148524,0.37672114,0.3246919,0.7668854,0.32812405,0.3880893,0.6204181,0.62973297,0.17912751,0.032999724
1410,"Evening Star, The (1996)",0.14425081,0.20447683,0.31540376,0.47271085,0.29616678,0.38555014,0.08093381,0.17063856,0.21851614,0.075885326,0.010243863,0.008595645
1413,"Whole Wide World, The (1996)",0.27717888,0.039903164,0.58393395,0.29437912,0.19160941,0.72736466,0.0014124513,0.4120162,0.0010622144,0.16463917,0.2087515,0.008119136
1420,"Message to Love: The Isle of Wight Festival (1996)",0.0368613,0.40066504,0.08216724,0.46380782,0.23278517,0.024492294,0.0095489025,0.27770758,0.0048373044,0.08402547,0.014527053,0.0090518
1423,"Hearts and Minds (1996)",0.02829367,0.7575216,0.15062845,0.5188619,0.19228885,0.014957845,0.012789577,0.12074977,0.022732615,0.20871341,0.3123529,0.06917298
1425,"Fierce Creatures (1997)",0.15631282,0.1923818,0.07751411,0.64804304,0.60692596,0.20505992,0.13661262,0.15209544,0.75850403,0.32847512,0.095418096,0.5599642
1426,"Zeus and Roxanne (1997)",0.2395904,0.27897072,0.12878913,0.6867993,0.36635375,0.66378045,0.037354827,0.40823835,0.115661085,0.024546862,0.116468966,0.16466963
1427,"Turbulence (1997)",0.64500475,0.050121546,0.1794073,0.35224688,0.20436034,0.22877029,0.52289665,0.07065618,0.1325841,0.028640568,0.058289766,0.41653627
1429,"First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)",0.8507881,0.33826244,0.2925768,0.42611623,0.4413303,-0.00020316243,0.24813905,0.25831628,0.35903484,0.09748891,0.26762068,0.3839996
1430,"Underworld (1996)",0.36459136,0.49126482,0.23978499,0.56729925,0.38850445,0.148503,0.091380656,0.07344431,0.25413895,0.63218343,0.0020238757,0.6257534
1432,"Metro (1997)",0.8983232,0.1665389,0.18701851,0.46068406,0.325727,0.35874164,0.47094035,0.25891602,0.47184503,0.063358456,0.3728068,0.009963781
1437,"Cement Garden, The (1993)",0.035831094,0.21316811,0.31408095,0.49329722,0.14153823,0.002462864,0.204496,0.39164543,0.020689279,0.15807945,0.010409206,0.013494611
1439,"Meet Wally Sparks (1997)",0.1454539,0.43695557,0.08204916,0.5167073,0.49659586,0.33483887,0.058362722,0.050646752,0.60354936,0.09355244,0.013748735,0.5876355
1440,"Amos & Andrew (1993)",0.34337282,0.34648257,0.11501622,0.6239201,0.48916817,0.1532802,0.1097357,0.079164326,0.3533305,0.11698741,0.54751766,0.054342836
1442,"Prefontaine (1997)",0.104282975,0.34586138,0.6588665,0.58693755,0.42476755,0.06589985,0.15063554,0.3121153,0.086164534,0.104442775,0.08578071,0.111376286
1445,"McHale's Navy (1997)",0.42452407,0.32856774,0.10272381,0.65520585,0.5777836,0.34031868,0.20194697,0.098003685,0.5074166,0.08319971,0.5408611,0.12434748
1447,"Gridlock'd (1997)",0.09669453,0.39492726,0.3458526,0.5335145,0.2796749,0.027519584,0.038174003,0.13426316,0.29027593,0.13514474,0.015452623,0.13428637
1454,"SubUrbia (1997)",0.18297184,0.33648622,0.74712324,0.4072622,0.35042834,0.15596706,0.051718265,0.53830576,0.143677,0.20751938,0.0014055371,0.19640213
1455,"Hotel de Love (1996)",0.05276209,0.6965475,0.6428393,0.7894163,0.33843422,0.5825478,0.20580664,0.20227626,0.39204067,0.5208777,0.012073129,0.032054514
1456,"Pest, The (1997)",0.24747542,0.15046975,0.22989252,0.57146704,0.33036786,0.3026725,0.08656746,0.11743945,0.6256193,0.09371281,0.096743554,0.32759428
1457,"Fools Rush In (1997)",0.21221006,0.03048712,0.54482543,0.40464175,0.31039977,0.9292047,0.15113008,0.0069607496,0.79513526,0.21551162,0.18426934,0.00796473
1459,"Absolute Power (1997)",0.6735345,0.060593367,0.35611367,0.34442973,0.23027608,0.020494908,0.729339,0.31263423,0.014723361,0.04711342,0.20556939,0.5180975
1460,"That Darn Cat (1997)",0.15344733,0.14320117,0.12073475,0.6016543,0.38143504,0.15731692,0.019236416,0.27765656,0.5288056,0.02148062,0.2699628,0.011993736
1463,"That Old Feeling (1997)",0.045577258,0.53174484,0.06920913,0.6326237,0.19834384,0.8650824,0.062431604,0.06202504,0.55559194,0.016754031,0.05468023,0.01909116
1468,"Booty Call (1997)",0.21947378,0.5827615,0.05110258,0.5113728,0.35383868,0.17912781,0.19661734,0.12186423,0.7327448,0.5097555,0.45463145,0.18603706
1470,"Rhyme & Reason (1997)",0.050943077,0.39500308,0.11299786,0.7575667,0.27030945,0.023586273,0.021442294,0.80807924,0.29554236,0.10342336,0.00858444,0.0126648545
1472,"City of Industry (1997)",0.278535,0.33008897,0.301444,0.448668,0.33924723,0.048793375,0.4213096,0.27320004,0.021046221,0.0770928,0.00036931038,0.6718756
1473,"Best Men (1997)",0.34597933,0.39031708,0.68760586,0.5291853,0.15463418,0.5852021,0.22647804,0.18306452,0.33420825,0.691183,-0.0006632507,0.016558975
1477,"Love Jones (1997)",0.028275192,0.3001513,0.3701179,0.5855223,0.26282692,0.781173,0.003485322,0.059322298,0.039733678,0.042609125,0.014553666,0.007234812
1480,"Smilla's Sense of Snow (1997)",0.43643284,0.148433,0.27621353,0.5325407,0.83053184,0.24124831,0.56360984,0.2961583,0.022700101,0.4827577,0.15535927,0.10984048
1482,"Van, The (1996)",0.05908978,0.14415869,0.5542321,0.7329118,0.4491619,0.04456672,0.06323886,0.14702857,0.4865389,0.26071954,0.0022679567,0.014401615
1486,"Quiet Room, The (1996)",0.27595145,0.5807979,0.095014006,0.7058735,0.34153175,0.023126662,0.01623106,0.27836573,0.011399627,0.2106108,0.015929252,0.115575165
1493,"Love and Other Catastrophes (1996)",0.22072944,0.25714993,0.04267013,0.50964046,0.2817285,0.76026917,0.00120309,0.17748669,0.028833866,0.044152677,0.30043852,0.0069977045
1496,"Anna Karenina (1997)",0.04331988,0.10115945,0.47117352,0.5753665,0.23596793,0.4061792,0.00039690733,0.28351027,0.010018259,0.019636065,0.0026584864,0.2575786
1501,"Keys to Tulsa (1997)",0.23169303,0.68489695,0.27216202,0.7522491,0.47548223,0.10407704,0.06746653,0.7286382,0.2255711,0.3035984,0.022801101,0.25840807
1503,"8 Heads in a Duffel Bag (1997)",0.28022754,0.4311117,0.17730668,0.5805234,0.57423306,0.11197835,0.36672884,0.40222764,0.63343227,0.20140398,0.037118286,0.6756116
1507,"Paradise Road (1997)",0.13945884,0.10564792,0.7764834,0.5690646,0.17966145,0.45736933,0.007077366,0.7976428,0.008199513,0.10669142,0.07192019,0.27015752
1508,"Traveller (1997)",0.08010626,0.5068085,0.76076066,0.61958206,0.49127543,0.4683771,0.30028677,0.84109974,0.085829556,0.11673647,0.1403284,0.7500446
1511,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",0.018981874,0.38805616,0.12639439,0.7373084,0.4370371,0.638886,0.01524207,0.9000958,0.0066230893,0.26612008,0.018257827,0.049510896
1514,"Temptress Moon (Feng Yue) (1996)",0.25085366,0.2797501,0.4461062,0.6017624,0.41014355,0.023078918,0.02281171,0.7286453,0.0048291385,0.24040934,0.006371647,0.12593597
1520,"Commandments (1997)",0.041602522,0.3443737,0.5927563,0.63104033,0.3663013,0.56110215,0.010681987,0.1576207,0.007083535,0.6199899,0.019570291,0.008523166
1523,"Truth or Consequences, N.M. (1997)",0.38163054,0.22431183,0.48768675,0.4910606,0.321388,0.023313701,0.14067715,0.12176046,0.0061709285,0.065608054,0.010697395,0.7498287
1525,"Warriors of Virtue (1997)",0.6408043,0.45815718,0.14665917,1.0104047,0.43693984,0.046659023,0.060733795,0.5897219,0.09223738,0.016284108,0.76323354,0.07013458
1526,"Fathers' Day (1997)",0.1924715,0.1641579,0.06728572,0.42516053,0.40647435,0.07970774,0.11846122,0.04228127,0.67011166,0.047182858,0.10661197,0.22873843
1532,"Sprung (1997)",0.19898659,0.5292345,0.26491648,0.79046345,0.48499894,0.5567738,0.09694108,0.05927083,0.41059816,0.332788,0.2444149,0.39630997
1537,"Shall We Dance? (Shall We Dansu?) (1996)",0.06628609,0.07646164,0.3502369,0.35099488,0.108296424,0.72801733,0.07776326,0.4537313,0.23472181,0.62450397,0.0035937428,0.009755582
1543,"Designated Mourner, The (1997)",0.2759763,0.6323377,0.6013973,0.5219854,0.35019732,0.025982022,0.0115379095,0.8569503,0.1646083,0.639055,0.0044912994,0.1636644
1547,"Shiloh (1997)",0.08903417,0.22508565,0.7295865,0.6663188,0.25042176,0.26698053,0.0043384433,0.21764961,0.25709617,0.14229769,0.16413528,0.059948564
1550,"Trial and Error (1997)",0.3803373,0.20105895,0.19751552,0.4130953,0.44035518,0.5935967,0.31754708,0.0164347,0.50808966,0.272048,0.042158782,0.055999488
1551,"Buddy (1997)",0.21365395,0.142349,0.060124636,0.34933573,0.16395754,0.11421719,0.070863545,0.25337344,0.21364963,0.026869595,0.5094062,0.018042862
1555,"To Have, or Not (En avoir (ou pas)) (1995)",0.053882718,0.36993074,0.1231119,0.6905147,0.26902008,0.5006784,0.027050167,0.08439803,0.019713372,0.1081332,0.030062824,0.014472097
