subject,version,assignmentId,attribute,scale,min_diff,lb,ub,postfix,stamp,id
61552af1eebae76e5666aba0,ma_choice_v3_real1,61552af1eebae76e5666aba0,Closeness to public transportation,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:30:29,10479
61552af1eebae76e5666aba0,ma_choice_v3_real1,61552af1eebae76e5666aba0,Amount of natural light,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 17:30:29,10480
61552af1eebae76e5666aba0,ma_choice_v3_real1,61552af1eebae76e5666aba0,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-01-27 17:30:29,10481
61552af1eebae76e5666aba0,ma_choice_v3_real1,61552af1eebae76e5666aba0,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 17:30:29,10482
61552af1eebae76e5666aba0,ma_choice_v3_real1,61552af1eebae76e5666aba0,Washer/dryer in unit,"No,Yes",1,"","","",2022-01-27 17:30:29,10483
61552af1eebae76e5666aba0,ma_choice_v3_real1,61552af1eebae76e5666aba0,Year building was built,"",20,1950,2020,"",2022-01-27 17:30:29,10484
61552af1eebae76e5666aba0,ma_choice_v3_real1,61552af1eebae76e5666aba0,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 17:30:29,10485
61552af1eebae76e5666aba0,ma_choice_v3_real1,61552af1eebae76e5666aba0,Size of yard,"",150,0,600, square feet,2022-01-27 17:30:29,10486
61552af1eebae76e5666aba0,ma_choice_v3_real1,61552af1eebae76e5666aba0,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 17:30:29,10487
61552af1eebae76e5666aba0,ma_choice_v3_real1,61552af1eebae76e5666aba0,Size of home,"",200,600,1800, square feet,2022-01-27 17:30:29,10488
5de6766e89d6b4000f71bc0d,ma_choice_v3_real1,5de6766e89d6b4000f71bc0d,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 17:33:12,10489
5de6766e89d6b4000f71bc0d,ma_choice_v3_real1,5de6766e89d6b4000f71bc0d,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-01-27 17:33:12,10490
5de6766e89d6b4000f71bc0d,ma_choice_v3_real1,5de6766e89d6b4000f71bc0d,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 17:33:12,10491
5de6766e89d6b4000f71bc0d,ma_choice_v3_real1,5de6766e89d6b4000f71bc0d,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:33:12,10492
5de6766e89d6b4000f71bc0d,ma_choice_v3_real1,5de6766e89d6b4000f71bc0d,Size of yard,"",150,0,600, square feet,2022-01-27 17:33:12,10493
5de6766e89d6b4000f71bc0d,ma_choice_v3_real1,5de6766e89d6b4000f71bc0d,Closeness to cafes/restaurants,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:33:12,10494
5de6766e89d6b4000f71bc0d,ma_choice_v3_real1,5de6766e89d6b4000f71bc0d,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 17:33:12,10495
5de6766e89d6b4000f71bc0d,ma_choice_v3_real1,5de6766e89d6b4000f71bc0d,Closeness to public transportation,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:33:12,10496
5de6766e89d6b4000f71bc0d,ma_choice_v3_real1,5de6766e89d6b4000f71bc0d,Washer/dryer in unit,"No,Yes",1,"","","",2022-01-27 17:33:12,10497
5de6766e89d6b4000f71bc0d,ma_choice_v3_real1,5de6766e89d6b4000f71bc0d,Amount of natural light,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 17:33:12,10498
5de6766e89d6b4000f71bc0d,ma_choice_v3_real1,5de6766e89d6b4000f71bc0d,Size of home,"",200,600,1800, square feet,2022-01-27 17:33:12,10499
5de6766e89d6b4000f71bc0d,ma_choice_v3_real1,5de6766e89d6b4000f71bc0d,Year building was built,"",20,1950,2020,"",2022-01-27 17:33:12,10500
5ef8e0fc2ce3c6644665e347,ma_choice_v3_real1,5ef8e0fc2ce3c6644665e347,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 17:38:23,10501
5ef8e0fc2ce3c6644665e347,ma_choice_v3_real1,5ef8e0fc2ce3c6644665e347,Size of yard,"",150,0,600, square feet,2022-01-27 17:38:23,10502
5ef8e0fc2ce3c6644665e347,ma_choice_v3_real1,5ef8e0fc2ce3c6644665e347,Year building was built,"",20,1950,2020,"",2022-01-27 17:38:23,10503
5ef8e0fc2ce3c6644665e347,ma_choice_v3_real1,5ef8e0fc2ce3c6644665e347,Amount of natural light,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 17:38:23,10504
5ef8e0fc2ce3c6644665e347,ma_choice_v3_real1,5ef8e0fc2ce3c6644665e347,Closeness to public transportation,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:38:23,10505
5ef8e0fc2ce3c6644665e347,ma_choice_v3_real1,5ef8e0fc2ce3c6644665e347,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:38:23,10506
5ef8e0fc2ce3c6644665e347,ma_choice_v3_real1,5ef8e0fc2ce3c6644665e347,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 17:38:23,10507
5ef8e0fc2ce3c6644665e347,ma_choice_v3_real1,5ef8e0fc2ce3c6644665e347,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-01-27 17:38:23,10508
5ef8e0fc2ce3c6644665e347,ma_choice_v3_real1,5ef8e0fc2ce3c6644665e347,Closeness to cafes/restaurants,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:38:23,10509
5ef8e0fc2ce3c6644665e347,ma_choice_v3_real1,5ef8e0fc2ce3c6644665e347,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 17:38:23,10510
5ef8e0fc2ce3c6644665e347,ma_choice_v3_real1,5ef8e0fc2ce3c6644665e347,Size of home,"",200,600,1800, square feet,2022-01-27 17:38:23,10511
5ef8e0fc2ce3c6644665e347,ma_choice_v3_real1,5ef8e0fc2ce3c6644665e347,Washer/dryer in unit,"No,Yes",1,"","","",2022-01-27 17:38:23,10512
60242bdb4097360ad464addc,ma_choice_v3_real1,60242bdb4097360ad464addc,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:48:02,10513
60242bdb4097360ad464addc,ma_choice_v3_real1,60242bdb4097360ad464addc,Year building was built,"",20,1950,2020,"",2022-01-27 17:48:02,10514
60242bdb4097360ad464addc,ma_choice_v3_real1,60242bdb4097360ad464addc,Closeness to cafes/restaurants,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:48:02,10515
60242bdb4097360ad464addc,ma_choice_v3_real1,60242bdb4097360ad464addc,Closeness to public transportation,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:48:02,10516
60242bdb4097360ad464addc,ma_choice_v3_real1,60242bdb4097360ad464addc,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-01-27 17:48:02,10517
60242bdb4097360ad464addc,ma_choice_v3_real1,60242bdb4097360ad464addc,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 17:48:02,10518
60242bdb4097360ad464addc,ma_choice_v3_real1,60242bdb4097360ad464addc,Size of yard,"",150,0,600, square feet,2022-01-27 17:48:02,10519
60242bdb4097360ad464addc,ma_choice_v3_real1,60242bdb4097360ad464addc,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 17:48:02,10520
60242bdb4097360ad464addc,ma_choice_v3_real1,60242bdb4097360ad464addc,Washer/dryer in unit,"No,Yes",1,"","","",2022-01-27 17:48:02,10521
60242bdb4097360ad464addc,ma_choice_v3_real1,60242bdb4097360ad464addc,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 17:48:02,10522
60242bdb4097360ad464addc,ma_choice_v3_real1,60242bdb4097360ad464addc,Amount of natural light,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 17:48:02,10523
60242bdb4097360ad464addc,ma_choice_v3_real1,60242bdb4097360ad464addc,Size of home,"",200,600,1800, square feet,2022-01-27 17:48:02,10524
558af269fdf99b7dfef4d7bd,ma_choice_v3_real1,558af269fdf99b7dfef4d7bd,Closeness to cafes/restaurants,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:52:41,10525
558af269fdf99b7dfef4d7bd,ma_choice_v3_real1,558af269fdf99b7dfef4d7bd,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:52:41,10526
558af269fdf99b7dfef4d7bd,ma_choice_v3_real1,558af269fdf99b7dfef4d7bd,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 17:52:41,10527
558af269fdf99b7dfef4d7bd,ma_choice_v3_real1,558af269fdf99b7dfef4d7bd,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-01-27 17:52:41,10528
558af269fdf99b7dfef4d7bd,ma_choice_v3_real1,558af269fdf99b7dfef4d7bd,Year building was built,"",20,1950,2020,"",2022-01-27 17:52:41,10529
558af269fdf99b7dfef4d7bd,ma_choice_v3_real1,558af269fdf99b7dfef4d7bd,Size of yard,"",150,0,600, square feet,2022-01-27 17:52:41,10530
558af269fdf99b7dfef4d7bd,ma_choice_v3_real1,558af269fdf99b7dfef4d7bd,Size of home,"",200,600,1800, square feet,2022-01-27 17:52:41,10531
558af269fdf99b7dfef4d7bd,ma_choice_v3_real1,558af269fdf99b7dfef4d7bd,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 17:52:41,10532
558af269fdf99b7dfef4d7bd,ma_choice_v3_real1,558af269fdf99b7dfef4d7bd,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 17:52:41,10533
558af269fdf99b7dfef4d7bd,ma_choice_v3_real1,558af269fdf99b7dfef4d7bd,Amount of natural light,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 17:52:41,10534
558af269fdf99b7dfef4d7bd,ma_choice_v3_real1,558af269fdf99b7dfef4d7bd,Closeness to public transportation,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:52:41,10535
558af269fdf99b7dfef4d7bd,ma_choice_v3_real1,558af269fdf99b7dfef4d7bd,Washer/dryer in unit,"No,Yes",1,"","","",2022-01-27 17:52:41,10536
596e1af7a09655000197d4bb,ma_choice_v3_real1,596e1af7a09655000197d4bb,Closeness to public transportation,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:53:26,10537
596e1af7a09655000197d4bb,ma_choice_v3_real1,596e1af7a09655000197d4bb,Closeness to cafes/restaurants,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:53:26,10538
596e1af7a09655000197d4bb,ma_choice_v3_real1,596e1af7a09655000197d4bb,Year building was built,"",20,1950,2020,"",2022-01-27 17:53:26,10539
596e1af7a09655000197d4bb,ma_choice_v3_real1,596e1af7a09655000197d4bb,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 17:53:26,10540
596e1af7a09655000197d4bb,ma_choice_v3_real1,596e1af7a09655000197d4bb,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-01-27 17:53:26,10541
596e1af7a09655000197d4bb,ma_choice_v3_real1,596e1af7a09655000197d4bb,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 17:53:26,10542
596e1af7a09655000197d4bb,ma_choice_v3_real1,596e1af7a09655000197d4bb,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 17:53:26,10543
596e1af7a09655000197d4bb,ma_choice_v3_real1,596e1af7a09655000197d4bb,Washer/dryer in unit,"No,Yes",1,"","","",2022-01-27 17:53:26,10544
596e1af7a09655000197d4bb,ma_choice_v3_real1,596e1af7a09655000197d4bb,Size of yard,"",150,0,600, square feet,2022-01-27 17:53:26,10545
596e1af7a09655000197d4bb,ma_choice_v3_real1,596e1af7a09655000197d4bb,Amount of natural light,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 17:53:26,10546
596e1af7a09655000197d4bb,ma_choice_v3_real1,596e1af7a09655000197d4bb,Size of home,"",200,600,1800, square feet,2022-01-27 17:53:26,10547
596e1af7a09655000197d4bb,ma_choice_v3_real1,596e1af7a09655000197d4bb,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 17:53:26,10548
5e7fe0a46db6e86cd7c6b213,ma_choice_v3_real1,5e7fe0a46db6e86cd7c6b213,Closeness to cafes/restaurants,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:07:08,10549
5e7fe0a46db6e86cd7c6b213,ma_choice_v3_real1,5e7fe0a46db6e86cd7c6b213,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-01-27 18:07:08,10550
5e7fe0a46db6e86cd7c6b213,ma_choice_v3_real1,5e7fe0a46db6e86cd7c6b213,Closeness to public transportation,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:07:08,10551
5e7fe0a46db6e86cd7c6b213,ma_choice_v3_real1,5e7fe0a46db6e86cd7c6b213,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:07:08,10552
5e7fe0a46db6e86cd7c6b213,ma_choice_v3_real1,5e7fe0a46db6e86cd7c6b213,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 18:07:08,10553
5e7fe0a46db6e86cd7c6b213,ma_choice_v3_real1,5e7fe0a46db6e86cd7c6b213,Amount of natural light,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 18:07:08,10554
5e7fe0a46db6e86cd7c6b213,ma_choice_v3_real1,5e7fe0a46db6e86cd7c6b213,Size of home,"",200,600,1800, square feet,2022-01-27 18:07:08,10555
5e7fe0a46db6e86cd7c6b213,ma_choice_v3_real1,5e7fe0a46db6e86cd7c6b213,Washer/dryer in unit,"No,Yes",1,"","","",2022-01-27 18:07:08,10556
5e7fe0a46db6e86cd7c6b213,ma_choice_v3_real1,5e7fe0a46db6e86cd7c6b213,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 18:07:08,10557
5e7fe0a46db6e86cd7c6b213,ma_choice_v3_real1,5e7fe0a46db6e86cd7c6b213,Size of yard,"",150,0,600, square feet,2022-01-27 18:07:08,10558
5e7fe0a46db6e86cd7c6b213,ma_choice_v3_real1,5e7fe0a46db6e86cd7c6b213,Year building was built,"",20,1950,2020,"",2022-01-27 18:07:08,10559
5e7fe0a46db6e86cd7c6b213,ma_choice_v3_real1,5e7fe0a46db6e86cd7c6b213,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 18:07:08,10560
606537639bc40e88e953c584,ma_choice_v3_real1,606537639bc40e88e953c584,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:07:42,10561
606537639bc40e88e953c584,ma_choice_v3_real1,606537639bc40e88e953c584,Closeness to public transportation,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:07:42,10562
606537639bc40e88e953c584,ma_choice_v3_real1,606537639bc40e88e953c584,Closeness to cafes/restaurants,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:07:42,10563
606537639bc40e88e953c584,ma_choice_v3_real1,606537639bc40e88e953c584,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-01-27 18:07:42,10564
606537639bc40e88e953c584,ma_choice_v3_real1,606537639bc40e88e953c584,Amount of natural light,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 18:07:42,10565
606537639bc40e88e953c584,ma_choice_v3_real1,606537639bc40e88e953c584,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 18:07:42,10566
606537639bc40e88e953c584,ma_choice_v3_real1,606537639bc40e88e953c584,Year building was built,"",20,1950,2020,"",2022-01-27 18:07:42,10567
606537639bc40e88e953c584,ma_choice_v3_real1,606537639bc40e88e953c584,Size of yard,"",150,0,600, square feet,2022-01-27 18:07:42,10568
606537639bc40e88e953c584,ma_choice_v3_real1,606537639bc40e88e953c584,Washer/dryer in unit,"No,Yes",1,"","","",2022-01-27 18:07:42,10569
606537639bc40e88e953c584,ma_choice_v3_real1,606537639bc40e88e953c584,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 18:07:42,10570
606537639bc40e88e953c584,ma_choice_v3_real1,606537639bc40e88e953c584,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 18:07:42,10571
606537639bc40e88e953c584,ma_choice_v3_real1,606537639bc40e88e953c584,Size of home,"",200,600,1800, square feet,2022-01-27 18:07:42,10572
60641f06b9c8e77f4605064a,ma_choice_v3_real1,60641f06b9c8e77f4605064a,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-01-27 18:08:11,10573
60641f06b9c8e77f4605064a,ma_choice_v3_real1,60641f06b9c8e77f4605064a,Closeness to cafes/restaurants,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:08:11,10574
60641f06b9c8e77f4605064a,ma_choice_v3_real1,60641f06b9c8e77f4605064a,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 18:08:11,10575
60641f06b9c8e77f4605064a,ma_choice_v3_real1,60641f06b9c8e77f4605064a,Year building was built,"",20,1950,2020,"",2022-01-27 18:08:11,10576
60641f06b9c8e77f4605064a,ma_choice_v3_real1,60641f06b9c8e77f4605064a,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 18:08:11,10577
60641f06b9c8e77f4605064a,ma_choice_v3_real1,60641f06b9c8e77f4605064a,Size of yard,"",150,0,600, square feet,2022-01-27 18:08:11,10578
60641f06b9c8e77f4605064a,ma_choice_v3_real1,60641f06b9c8e77f4605064a,Amount of natural light,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 18:08:11,10579
60641f06b9c8e77f4605064a,ma_choice_v3_real1,60641f06b9c8e77f4605064a,Washer/dryer in unit,"No,Yes",1,"","","",2022-01-27 18:08:11,10580
60641f06b9c8e77f4605064a,ma_choice_v3_real1,60641f06b9c8e77f4605064a,Closeness to public transportation,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:08:11,10581
60641f06b9c8e77f4605064a,ma_choice_v3_real1,60641f06b9c8e77f4605064a,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:08:11,10582
60641f06b9c8e77f4605064a,ma_choice_v3_real1,60641f06b9c8e77f4605064a,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 18:08:11,10583
60641f06b9c8e77f4605064a,ma_choice_v3_real1,60641f06b9c8e77f4605064a,Size of home,"",200,600,1800, square feet,2022-01-27 18:08:11,10584
61002caab8bc99b527252504,ma_choice_v3_real1,61002caab8bc99b527252504,Closeness to public transportation,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:10:51,10585
61002caab8bc99b527252504,ma_choice_v3_real1,61002caab8bc99b527252504,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 18:10:51,10586
61002caab8bc99b527252504,ma_choice_v3_real1,61002caab8bc99b527252504,Closeness to cafes/restaurants,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:10:51,10587
61002caab8bc99b527252504,ma_choice_v3_real1,61002caab8bc99b527252504,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 18:10:51,10588
61002caab8bc99b527252504,ma_choice_v3_real1,61002caab8bc99b527252504,Size of home,"",200,600,1800, square feet,2022-01-27 18:10:51,10589
61002caab8bc99b527252504,ma_choice_v3_real1,61002caab8bc99b527252504,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-01-27 18:10:51,10590
61002caab8bc99b527252504,ma_choice_v3_real1,61002caab8bc99b527252504,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:10:51,10591
61002caab8bc99b527252504,ma_choice_v3_real1,61002caab8bc99b527252504,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 18:10:51,10592
61002caab8bc99b527252504,ma_choice_v3_real1,61002caab8bc99b527252504,Amount of natural light,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 18:10:51,10593
61002caab8bc99b527252504,ma_choice_v3_real1,61002caab8bc99b527252504,Year building was built,"",20,1950,2020,"",2022-01-27 18:10:51,10594
61002caab8bc99b527252504,ma_choice_v3_real1,61002caab8bc99b527252504,Washer/dryer in unit,"No,Yes",1,"","","",2022-01-27 18:10:51,10595
61002caab8bc99b527252504,ma_choice_v3_real1,61002caab8bc99b527252504,Size of yard,"",150,0,600, square feet,2022-01-27 18:10:51,10596
5c5219ba5acab700012601e2,ma_choice_v3_real1,5c5219ba5acab700012601e2,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:11:29,10597
5c5219ba5acab700012601e2,ma_choice_v3_real1,5c5219ba5acab700012601e2,Year building was built,"",20,1950,2020,"",2022-01-27 18:11:29,10598
5c5219ba5acab700012601e2,ma_choice_v3_real1,5c5219ba5acab700012601e2,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-01-27 18:11:29,10599
5c5219ba5acab700012601e2,ma_choice_v3_real1,5c5219ba5acab700012601e2,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 18:11:29,10600
5c5219ba5acab700012601e2,ma_choice_v3_real1,5c5219ba5acab700012601e2,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 18:11:29,10601
5c5219ba5acab700012601e2,ma_choice_v3_real1,5c5219ba5acab700012601e2,Closeness to cafes/restaurants,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:11:29,10602
5c5219ba5acab700012601e2,ma_choice_v3_real1,5c5219ba5acab700012601e2,Amount of natural light,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-01-27 18:11:29,10603
5c5219ba5acab700012601e2,ma_choice_v3_real1,5c5219ba5acab700012601e2,Closeness to public transportation,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:11:30,10604
5c5219ba5acab700012601e2,ma_choice_v3_real1,5c5219ba5acab700012601e2,Size of yard,"",150,0,600, square feet,2022-01-27 18:11:30,10605
5c5219ba5acab700012601e2,ma_choice_v3_real1,5c5219ba5acab700012601e2,Size of home,"",200,600,1800, square feet,2022-01-27 18:11:30,10606
5c5219ba5acab700012601e2,ma_choice_v3_real1,5c5219ba5acab700012601e2,Washer/dryer in unit,"No,Yes",1,"","","",2022-01-27 18:11:30,10607
5c5219ba5acab700012601e2,ma_choice_v3_real1,5c5219ba5acab700012601e2,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 18:11:30,10608
5a8599792a842c0001fcbacb,ma_choice_v3_real1,5a8599792a842c0001fcbacb,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-01-27 18:12:23,10609
5a8599792a842c0001fcbacb,ma_choice_v3_real1,5a8599792a842c0001fcbacb,Closeness to cafes/restaurants,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:12:23,10610
5a8599792a842c0001fcbacb,ma_choice_v3_real1,5a8599792a842c0001fcbacb,Closeness to public transportation,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:12:23,10611
5a8599792a842c0001fcbacb,ma_choice_v3_real1,5a8599792a842c0001fcbacb,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-01-27 18:12:23,10612
