"Year building was built,Reputation of closest school,Closeness to cafes/restaurants,Noise pollution,Closeness to public transportation,Size of yard,Amount of traffic,Amount of natural light,Washer/dryer in unit,Closeness to parks,Quality of heat/AC system,Size of home","1953,Moderate,30 min away,Low,25 min away,400 square feet,A Little,Very Little,Yes,10 min away,Bad,1400 square feet","2019,Very Bad,10 min away,Very High,10 min away,200 square feet,A Lot,A Moderate Amount,No,30 min away,Very Good,1100 square feet"
"Noise pollution,Size of home,Amount of traffic,Amount of natural light,Closeness to cafes/restaurants,Size of yard,Washer/dryer in unit,Closeness to parks,Reputation of closest school,Closeness to public transportation,Quality of heat/AC system,Year building was built","Very High,1700 square feet,A Little,A Lot,30 min away,150 square feet,Yes,20 min away,Very Bad,20 min away,Moderate,1951","Low,1000 square feet,A Lot,A Little,15 min away,400 square feet,No,10 min away,Moderate,30 min away,Very Bad,1994"
"Size of yard,Washer/dryer in unit,Closeness to parks,Quality of heat/AC system,Amount of traffic,Closeness to public transportation,Amount of natural light,Reputation of closest school,Closeness to cafes/restaurants,Year building was built,Size of home,Noise pollution","500 square feet,Yes,30 min away,Very Bad,Very Little,25 min away,Very Little,Very Bad,20 min away,1977,1200 square feet,Very Low","50 square feet,No,15 min away,Very Good,A Lot,10 min away,A Moderate Amount,Good,10 min away,2006,900 square feet,High"
"Size of yard,Quality of heat/AC system,Amount of traffic,Closeness to public transportation,Size of home,Noise pollution,Closeness to parks,Closeness to cafes/restaurants,Amount of natural light,Reputation of closest school,Washer/dryer in unit,Year building was built","450 square feet,Moderate,Very Little,15 min away,700 square feet,Low,10 min away,10 min away,A Moderate Amount,Very Good,No,2005","50 square feet,Very Good,A Moderate Amount,30 min away,1400 square feet,Very High,25 min away,25 min away,Very Little,Very Bad,Yes,1970"
"Year building was built,Closeness to public transportation,Reputation of closest school,Washer/dryer in unit,Size of yard,Closeness to parks,Quality of heat/AC system,Amount of natural light,Size of home,Closeness to cafes/restaurants,Noise pollution,Amount of traffic","1999,15 min away,Very Good,Yes,250 square feet,15 min away,Good,A Lot,1700 square feet,10 min away,Very Low,Very Little","1966,30 min away,Bad,No,450 square feet,30 min away,Bad,A Little,1400 square feet,25 min away,Moderate,A Moderate Amount"
"Size of home,Amount of natural light,Closeness to parks,Size of yard,Reputation of closest school,Year building was built,Washer/dryer in unit,Closeness to public transportation,Closeness to cafes/restaurants,Quality of heat/AC system,Amount of traffic,Noise pollution","1700 square feet,A Moderate Amount,30 min away,550 square feet,Bad,2001,No,15 min away,30 min away,Bad,Very Little,Very Low","1000 square feet,Very Little,20 min away,400 square feet,Good,1960,Yes,30 min away,15 min away,Very Good,A Moderate Amount,Moderate"
"Reputation of closest school,Quality of heat/AC system,Size of yard,Amount of traffic,Year building was built,Size of home,Closeness to cafes/restaurants,Amount of natural light,Closeness to parks,Noise pollution,Washer/dryer in unit,Closeness to public transportation","Very Good,Moderate,600 square feet,A Moderate Amount,2007,700 square feet,30 min away,A Lot,10 min away,Very Low,No,20 min away","Bad,Very Good,100 square feet,Very Little,1955,1200 square feet,15 min away,A Little,30 min away,Very High,Yes,30 min away"
"Amount of traffic,Closeness to parks,Washer/dryer in unit,Reputation of closest school,Size of yard,Closeness to cafes/restaurants,Size of home,Quality of heat/AC system,Amount of natural light,Year building was built,Noise pollution,Closeness to public transportation","A Moderate Amount,10 min away,No,Good,100 square feet,30 min away,900 square feet,Moderate,A Little,1957,Low,25 min away","Very Little,25 min away,Yes,Very Bad,450 square feet,15 min away,1800 square feet,Very Bad,A Lot,2009,High,10 min away"
"Closeness to parks,Washer/dryer in unit,Year building was built,Amount of traffic,Closeness to public transportation,Size of home,Closeness to cafes/restaurants,Amount of natural light,Noise pollution,Quality of heat/AC system,Size of yard,Reputation of closest school","10 min away,No,1959,A Little,30 min away,1100 square feet,20 min away,A Moderate Amount,Very Low,Bad,250 square feet,Very Bad","25 min away,Yes,1983,A Lot,20 min away,1400 square feet,10 min away,Very Little,Moderate,Very Good,50 square feet,Moderate"
"Amount of traffic,Quality of heat/AC system,Size of yard,Reputation of closest school,Closeness to cafes/restaurants,Closeness to parks,Closeness to public transportation,Amount of natural light,Year building was built,Noise pollution,Washer/dryer in unit,Size of home","A Little,Moderate,550 square feet,Very Good,25 min away,25 min away,20 min away,A Lot,1953,Low,Yes,1200 square feet","A Lot,Very Good,400 square feet,Moderate,10 min away,10 min away,10 min away,A Little,2017,Very High,No,1600 square feet"
"Closeness to parks,Year building was built,Quality of heat/AC system,Amount of traffic,Size of home,Noise pollution,Reputation of closest school,Washer/dryer in unit,Amount of natural light,Closeness to public transportation,Size of yard,Closeness to cafes/restaurants","25 min away,2004,Very Good,A Little,1100 square feet,Very High,Moderate,Yes,A Moderate Amount,15 min away,500 square feet,25 min away","15 min away,1971,Bad,A Lot,1300 square feet,Very Low,Very Bad,No,Very Little,30 min away,150 square feet,15 min away"
"Closeness to public transportation,Closeness to cafes/restaurants,Reputation of closest school,Amount of natural light,Size of yard,Noise pollution,Year building was built,Size of home,Quality of heat/AC system,Amount of traffic,Washer/dryer in unit,Closeness to parks","15 min away,30 min away,Very Good,A Moderate Amount,0 square feet,Moderate,2016,1000 square feet,Bad,A Little,No,15 min away","25 min away,20 min away,Very Bad,Very Little,600 square feet,Very High,1952,1600 square feet,Good,A Lot,Yes,25 min away"
"Year building was built,Reputation of closest school,Amount of natural light,Closeness to parks,Amount of traffic,Size of yard,Washer/dryer in unit,Noise pollution,Size of home,Closeness to public transportation,Closeness to cafes/restaurants,Quality of heat/AC system","2010,Good,A Lot,10 min away,A Little,600 square feet,No,Very High,600 square feet,20 min away,30 min away,Very Good","1981,Bad,Very Little,25 min away,A Lot,200 square feet,Yes,Very Low,1200 square feet,30 min away,10 min away,Moderate"
"Amount of traffic,Size of home,Size of yard,Closeness to public transportation,Year building was built,Amount of natural light,Washer/dryer in unit,Noise pollution,Closeness to cafes/restaurants,Quality of heat/AC system,Reputation of closest school,Closeness to parks","A Little,1200 square feet,500 square feet,25 min away,1978,A Lot,Yes,Very Low,30 min away,Very Good,Bad,15 min away","A Lot,800 square feet,300 square feet,10 min away,1956,A Little,No,High,15 min away,Moderate,Very Good,25 min away"
"Closeness to parks,Size of home,Reputation of closest school,Amount of natural light,Amount of traffic,Year building was built,Size of yard,Washer/dryer in unit,Noise pollution,Quality of heat/AC system,Closeness to public transportation,Closeness to cafes/restaurants","25 min away,1300 square feet,Very Good,A Lot,A Lot,1964,550 square feet,No,Very High,Very Bad,15 min away,20 min away","10 min away,1100 square feet,Bad,Very Little,A Little,2016,350 square feet,Yes,Very Low,Moderate,30 min away,10 min away"
"Closeness to parks,Noise pollution,Amount of traffic,Amount of natural light,Reputation of closest school,Size of yard,Quality of heat/AC system,Closeness to cafes/restaurants,Closeness to public transportation,Size of home,Year building was built,Washer/dryer in unit","10 min away,Very High,A Moderate Amount,A Moderate Amount,Bad,350 square feet,Moderate,10 min away,30 min away,1500 square feet,1976,Yes","20 min away,Moderate,Very Little,Very Little,Very Good,100 square feet,Very Bad,20 min away,10 min away,900 square feet,2009,No"
"Amount of traffic,Quality of heat/AC system,Year building was built,Size of home,Closeness to cafes/restaurants,Amount of natural light,Reputation of closest school,Closeness to public transportation,Closeness to parks,Noise pollution,Washer/dryer in unit,Size of yard","A Little,Moderate,2010,1300 square feet,20 min away,A Little,Bad,10 min away,30 min away,High,No,0 square feet","A Lot,Very Good,1990,800 square feet,30 min away,A Lot,Very Good,20 min away,10 min away,Very Low,Yes,250 square feet"
"Quality of heat/AC system,Amount of traffic,Size of home,Washer/dryer in unit,Closeness to cafes/restaurants,Closeness to public transportation,Year building was built,Amount of natural light,Noise pollution,Reputation of closest school,Size of yard,Closeness to parks","Very Bad,A Moderate Amount,1600 square feet,Yes,15 min away,15 min away,2007,A Moderate Amount,Moderate,Moderate,550 square feet,25 min away","Very Good,Very Little,1100 square feet,No,30 min away,30 min away,1979,Very Little,Very High,Very Bad,400 square feet,10 min away"
"Noise pollution,Amount of traffic,Closeness to public transportation,Year building was built,Quality of heat/AC system,Amount of natural light,Closeness to parks,Size of home,Size of yard,Closeness to cafes/restaurants,Washer/dryer in unit,Reputation of closest school","High,Very Little,10 min away,1962,Moderate,A Moderate Amount,15 min away,1300 square feet,200 square feet,15 min away,No,Very Bad","Very Low,A Moderate Amount,20 min away,1997,Very Good,Very Little,25 min away,700 square feet,500 square feet,25 min away,Yes,Moderate"
"Washer/dryer in unit,Closeness to cafes/restaurants,Noise pollution,Reputation of closest school,Size of yard,Quality of heat/AC system,Size of home,Year building was built,Closeness to public transportation,Amount of traffic,Amount of natural light,Closeness to parks","Yes,10 min away,High,Moderate,450 square feet,Bad,1200 square feet,1982,10 min away,A Moderate Amount,A Moderate Amount,30 min away","No,30 min away,Low,Very Good,150 square feet,Very Good,1500 square feet,2012,25 min away,Very Little,Very Little,20 min away"
"Washer/dryer in unit,Amount of natural light,Size of home,Closeness to cafes/restaurants,Closeness to public transportation,Quality of heat/AC system,Closeness to parks,Reputation of closest school,Amount of traffic,Noise pollution,Size of yard,Year building was built","No,A Little,1700 square feet,30 min away,30 min away,Moderate,25 min away,Bad,A Little,Very Low,300 square feet,1956","Yes,A Lot,1500 square feet,10 min away,10 min away,Very Good,10 min away,Good,A Lot,High,100 square feet,1992"
"Size of home,Amount of traffic,Closeness to parks,Reputation of closest school,Quality of heat/AC system,Closeness to public transportation,Amount of natural light,Closeness to cafes/restaurants,Washer/dryer in unit,Noise pollution,Year building was built,Size of yard","900 square feet,A Lot,10 min away,Very Bad,Good,10 min away,Very Little,25 min away,Yes,Moderate,1954,350 square feet","1200 square feet,A Little,25 min away,Very Good,Very Bad,30 min away,A Lot,15 min away,No,Very High,2008,600 square feet"
"Closeness to cafes/restaurants,Size of yard,Amount of natural light,Quality of heat/AC system,Size of home,Amount of traffic,Noise pollution,Washer/dryer in unit,Closeness to parks,Year building was built,Reputation of closest school,Closeness to public transportation","15 min away,0 square feet,A Lot,Very Good,1200 square feet,Very Little,Low,No,20 min away,2015,Very Good,15 min away","30 min away,350 square feet,A Little,Moderate,800 square feet,A Moderate Amount,Very High,Yes,30 min away,1961,Moderate,30 min away"
"Noise pollution,Washer/dryer in unit,Quality of heat/AC system,Reputation of closest school,Closeness to public transportation,Size of yard,Amount of natural light,Closeness to parks,Year building was built,Size of home,Closeness to cafes/restaurants,Amount of traffic","Very Low,Yes,Very Bad,Bad,15 min away,550 square feet,A Little,30 min away,1993,1400 square feet,10 min away,A Moderate Amount","Moderate,No,Very Good,Good,25 min away,400 square feet,A Lot,10 min away,1957,600 square feet,20 min away,Very Little"
"Closeness to public transportation,Year building was built,Washer/dryer in unit,Size of yard,Closeness to parks,Quality of heat/AC system,Noise pollution,Amount of natural light,Size of home,Amount of traffic,Reputation of closest school,Closeness to cafes/restaurants","20 min away,1969,Yes,450 square feet,10 min away,Moderate,Very High,Very Little,700 square feet,A Moderate Amount,Moderate,20 min away","10 min away,2006,No,0 square feet,20 min away,Very Bad,Moderate,A Lot,1400 square feet,Very Little,Very Bad,30 min away"
"Quality of heat/AC system,Closeness to public transportation,Amount of natural light,Noise pollution,Reputation of closest school,Size of home,Year building was built,Amount of traffic,Closeness to cafes/restaurants,Closeness to parks,Washer/dryer in unit,Size of yard","Very Good,30 min away,Very Little,Very Low,Very Bad,1700 square feet,1965,A Lot,30 min away,15 min away,Yes,50 square feet","Bad,20 min away,A Lot,High,Good,1000 square feet,1985,A Little,15 min away,25 min away,No,550 square feet"
"Closeness to cafes/restaurants,Amount of natural light,Closeness to public transportation,Size of yard,Size of home,Noise pollution,Washer/dryer in unit,Amount of traffic,Quality of heat/AC system,Reputation of closest school,Closeness to parks,Year building was built","15 min away,A Moderate Amount,30 min away,450 square feet,1800 square feet,Very High,Yes,A Little,Good,Moderate,10 min away,1970","30 min away,Very Little,20 min away,50 square feet,900 square feet,Moderate,No,A Lot,Very Bad,Very Good,20 min away,2018"
"Washer/dryer in unit,Closeness to cafes/restaurants,Quality of heat/AC system,Size of home,Closeness to public transportation,Reputation of closest school,Amount of natural light,Year building was built,Noise pollution,Amount of traffic,Closeness to parks,Size of yard","Yes,25 min away,Bad,1400 square feet,15 min away,Good,A Moderate Amount,1952,Low,A Lot,25 min away,350 square feet","No,10 min away,Good,1600 square feet,25 min away,Very Bad,Very Little,2002,Very High,Very Little,10 min away,150 square feet"
"Quality of heat/AC system,Amount of natural light,Noise pollution,Size of home,Year building was built,Closeness to cafes/restaurants,Reputation of closest school,Amount of traffic,Closeness to public transportation,Size of yard,Washer/dryer in unit,Closeness to parks","Very Good,A Moderate Amount,Moderate,700 square feet,2012,15 min away,Very Good,Very Little,20 min away,50 square feet,No,20 min away","Moderate,Very Little,Very High,1200 square feet,1973,30 min away,Bad,A Lot,30 min away,550 square feet,Yes,30 min away"
"Amount of natural light,Closeness to parks,Closeness to public transportation,Amount of traffic,Noise pollution,Quality of heat/AC system,Size of yard,Reputation of closest school,Washer/dryer in unit,Year building was built,Closeness to cafes/restaurants,Size of home","A Lot,20 min away,20 min away,A Little,Very High,Bad,550 square feet,Moderate,No,1958,30 min away,1300 square feet","A Little,10 min away,10 min away,A Lot,Moderate,Good,0 square feet,Very Good,Yes,2000,10 min away,700 square feet"
"Closeness to parks,Amount of natural light,Reputation of closest school,Closeness to cafes/restaurants,Washer/dryer in unit,Size of yard,Closeness to public transportation,Quality of heat/AC system,Year building was built,Noise pollution,Size of home,Amount of traffic","20 min away,A Moderate Amount,Very Good,25 min away,Yes,100 square feet,20 min away,Very Good,2014,High,1400 square feet,A Little","30 min away,Very Little,Very Bad,15 min away,No,300 square feet,10 min away,Moderate,1969,Low,1200 square feet,A Lot"
"Noise pollution,Closeness to parks,Size of home,Size of yard,Closeness to public transportation,Reputation of closest school,Amount of traffic,Closeness to cafes/restaurants,Quality of heat/AC system,Amount of natural light,Year building was built,Washer/dryer in unit","Very Low,25 min away,1300 square feet,400 square feet,20 min away,Very Bad,A Little,15 min away,Moderate,A Lot,1999,Yes","High,10 min away,1800 square feet,0 square feet,30 min away,Good,A Lot,25 min away,Very Bad,Very Little,1957,No"
"Amount of natural light,Size of home,Year building was built,Closeness to public transportation,Amount of traffic,Closeness to parks,Noise pollution,Closeness to cafes/restaurants,Size of yard,Quality of heat/AC system,Washer/dryer in unit,Reputation of closest school","A Moderate Amount,1800 square feet,1996,25 min away,Very Little,15 min away,Low,15 min away,50 square feet,Good,No,Very Bad","Very Little,700 square feet,1965,15 min away,A Moderate Amount,30 min away,High,30 min away,500 square feet,Very Bad,Yes,Moderate"
"Quality of heat/AC system,Size of home,Year building was built,Washer/dryer in unit,Amount of natural light,Size of yard,Amount of traffic,Noise pollution,Closeness to cafes/restaurants,Reputation of closest school,Closeness to parks,Closeness to public transportation","Very Good,1400 square feet,1994,No,A Little,500 square feet,A Lot,Low,10 min away,Very Good,10 min away,10 min away","Bad,800 square feet,1957,Yes,A Lot,300 square feet,Very Little,High,30 min away,Moderate,30 min away,20 min away"
"Reputation of closest school,Size of yard,Quality of heat/AC system,Washer/dryer in unit,Closeness to parks,Closeness to cafes/restaurants,Year building was built,Amount of natural light,Closeness to public transportation,Amount of traffic,Noise pollution,Size of home","Moderate,250 square feet,Bad,Yes,20 min away,25 min away,1980,A Little,20 min away,A Lot,Low,1400 square feet","Very Bad,550 square feet,Very Good,No,30 min away,15 min away,2016,A Lot,10 min away,A Little,Very High,800 square feet"
"Closeness to cafes/restaurants,Amount of natural light,Size of yard,Quality of heat/AC system,Noise pollution,Closeness to parks,Year building was built,Reputation of closest school,Size of home,Washer/dryer in unit,Closeness to public transportation,Amount of traffic","20 min away,A Moderate Amount,600 square feet,Good,Moderate,30 min away,2000,Good,800 square feet,Yes,25 min away,A Lot","10 min away,Very Little,300 square feet,Bad,Very High,10 min away,1980,Bad,1300 square feet,No,15 min away,Very Little"
"Closeness to public transportation,Size of home,Year building was built,Amount of natural light,Quality of heat/AC system,Closeness to parks,Washer/dryer in unit,Amount of traffic,Closeness to cafes/restaurants,Noise pollution,Reputation of closest school,Size of yard","25 min away,1000 square feet,2009,Very Little,Moderate,30 min away,Yes,Very Little,10 min away,Moderate,Very Bad,300 square feet","10 min away,1800 square feet,1957,A Moderate Amount,Very Good,15 min away,No,A Moderate Amount,30 min away,Very Low,Very Good,450 square feet"
"Amount of natural light,Year building was built,Washer/dryer in unit,Quality of heat/AC system,Reputation of closest school,Closeness to parks,Closeness to public transportation,Closeness to cafes/restaurants,Size of home,Size of yard,Amount of traffic,Noise pollution","A Lot,1951,No,Very Bad,Moderate,10 min away,15 min away,20 min away,1300 square feet,350 square feet,A Little,Very High","A Little,1987,Yes,Very Good,Very Good,20 min away,30 min away,10 min away,1600 square feet,100 square feet,A Lot,Very Low"
"Closeness to cafes/restaurants,Reputation of closest school,Size of yard,Quality of heat/AC system,Washer/dryer in unit,Noise pollution,Closeness to parks,Amount of natural light,Size of home,Year building was built,Amount of traffic,Closeness to public transportation","20 min away,Moderate,500 square feet,Good,No,Moderate,15 min away,Very Little,1800 square feet,1962,A Lot,10 min away","30 min away,Very Good,100 square feet,Very Bad,Yes,Very High,25 min away,A Lot,1200 square feet,1987,A Little,25 min away"
"Reputation of closest school,Size of yard,Closeness to parks,Noise pollution,Size of home,Amount of traffic,Washer/dryer in unit,Quality of heat/AC system,Year building was built,Closeness to cafes/restaurants,Amount of natural light,Closeness to public transportation","Very Bad,300 square feet,30 min away,Very Low,800 square feet,Very Little,Yes,Very Good,2007,30 min away,A Lot,20 min away","Good,550 square feet,10 min away,Very High,1000 square feet,A Lot,No,Moderate,1975,20 min away,Very Little,30 min away"
"Noise pollution,Size of home,Amount of traffic,Amount of natural light,Quality of heat/AC system,Washer/dryer in unit,Closeness to parks,Year building was built,Size of yard,Closeness to public transportation,Reputation of closest school,Closeness to cafes/restaurants","Very High,1400 square feet,Very Little,A Lot,Good,Yes,30 min away,2006,600 square feet,15 min away,Moderate,20 min away","Low,900 square feet,A Lot,Very Little,Bad,No,20 min away,1959,400 square feet,30 min away,Very Good,10 min away"
"Closeness to public transportation,Noise pollution,Closeness to parks,Reputation of closest school,Quality of heat/AC system,Size of yard,Year building was built,Amount of natural light,Washer/dryer in unit,Amount of traffic,Closeness to cafes/restaurants,Size of home","20 min away,Moderate,30 min away,Good,Very Bad,100 square feet,1958,A Moderate Amount,No,A Lot,25 min away,800 square feet","30 min away,Very Low,10 min away,Very Bad,Moderate,300 square feet,1988,Very Little,Yes,Very Little,15 min away,1000 square feet"
"Closeness to public transportation,Closeness to cafes/restaurants,Closeness to parks,Year building was built,Amount of natural light,Reputation of closest school,Washer/dryer in unit,Amount of traffic,Size of home,Size of yard,Quality of heat/AC system,Noise pollution","10 min away,10 min away,20 min away,1959,A Moderate Amount,Good,No,A Little,700 square feet,250 square feet,Very Bad,Moderate","30 min away,25 min away,10 min away,1980,Very Little,Bad,Yes,A Lot,1700 square feet,550 square feet,Moderate,Very Low"
"Closeness to cafes/restaurants,Amount of traffic,Amount of natural light,Closeness to parks,Reputation of closest school,Closeness to public transportation,Noise pollution,Washer/dryer in unit,Year building was built,Size of yard,Size of home,Quality of heat/AC system","15 min away,A Little,A Moderate Amount,15 min away,Moderate,25 min away,Very Low,Yes,1976,450 square feet,1500 square feet,Very Bad","30 min away,A Lot,Very Little,30 min away,Very Good,10 min away,Moderate,No,1954,150 square feet,1800 square feet,Good"
"Size of home,Washer/dryer in unit,Noise pollution,Closeness to public transportation,Quality of heat/AC system,Amount of natural light,Size of yard,Closeness to cafes/restaurants,Year building was built,Reputation of closest school,Closeness to parks,Amount of traffic","1100 square feet,No,Moderate,15 min away,Bad,Very Little,150 square feet,30 min away,2005,Good,15 min away,A Little","700 square feet,Yes,Very High,30 min away,Good,A Lot,600 square feet,20 min away,1951,Bad,25 min away,A Lot"
"Amount of traffic,Closeness to parks,Reputation of closest school,Size of home,Size of yard,Closeness to public transportation,Amount of natural light,Year building was built,Closeness to cafes/restaurants,Washer/dryer in unit,Noise pollution,Quality of heat/AC system","Very Little,20 min away,Good,600 square feet,100 square feet,20 min away,A Little,1983,20 min away,Yes,High,Moderate","A Moderate Amount,30 min away,Very Bad,1600 square feet,350 square feet,30 min away,A Lot,2010,10 min away,No,Very Low,Very Bad"
"Size of yard,Closeness to public transportation,Amount of traffic,Year building was built,Washer/dryer in unit,Closeness to cafes/restaurants,Size of home,Closeness to parks,Amount of natural light,Noise pollution,Reputation of closest school,Quality of heat/AC system","500 square feet,15 min away,A Lot,2018,No,20 min away,1700 square feet,25 min away,A Little,Very High,Very Good,Bad","150 square feet,25 min away,Very Little,1997,Yes,30 min away,600 square feet,15 min away,A Lot,Moderate,Moderate,Good"
"Year building was built,Closeness to cafes/restaurants,Noise pollution,Washer/dryer in unit,Amount of traffic,Size of home,Size of yard,Amount of natural light,Closeness to public transportation,Quality of heat/AC system,Reputation of closest school,Closeness to parks","2002,30 min away,Very High,Yes,A Lot,1300 square feet,400 square feet,Very Little,20 min away,Bad,Very Bad,15 min away","1976,20 min away,Moderate,No,A Little,700 square feet,50 square feet,A Moderate Amount,10 min away,Very Good,Moderate,30 min away"
"Washer/dryer in unit,Noise pollution,Year building was built,Closeness to cafes/restaurants,Amount of natural light,Closeness to public transportation,Size of yard,Quality of heat/AC system,Reputation of closest school,Closeness to parks,Amount of traffic,Size of home","Yes,High,1992,15 min away,A Little,20 min away,450 square feet,Moderate,Moderate,20 min away,Very Little,700 square feet","No,Very Low,1955,30 min away,A Lot,30 min away,100 square feet,Very Good,Very Bad,30 min away,A Lot,1300 square feet"
"Quality of heat/AC system,Noise pollution,Closeness to public transportation,Amount of natural light,Amount of traffic,Closeness to cafes/restaurants,Year building was built,Washer/dryer in unit,Size of yard,Size of home,Reputation of closest school,Closeness to parks","Good,Low,15 min away,A Lot,A Moderate Amount,30 min away,2003,Yes,250 square feet,900 square feet,Bad,30 min away","Very Bad,Very High,30 min away,A Little,Very Little,10 min away,1968,No,450 square feet,600 square feet,Good,15 min away"
"Noise pollution,Year building was built,Size of yard,Amount of traffic,Closeness to public transportation,Closeness to parks,Quality of heat/AC system,Closeness to cafes/restaurants,Reputation of closest school,Amount of natural light,Size of home,Washer/dryer in unit","Moderate,1994,350 square feet,A Moderate Amount,20 min away,15 min away,Bad,10 min away,Very Good,A Lot,1600 square feet,Yes","Very Low,1970,550 square feet,Very Little,10 min away,30 min away,Very Good,20 min away,Very Bad,A Little,600 square feet,No"
