subject,version,assignmentId,signed_attributes,signed_weights,full_or_lex,confidence,strategy,metastrategy,consistency1,consistency2,appropriateness,attention,choice_exp,choice_domain,meditation_exp1,meditation_exp2,meditation_exp3,decisionstyle_responses,bidr_responses,acs_responses,mindfulness_responses,sris_responses,maia_responses,icar_responses,icar_correct,icar_num_correct,scale_rts,question_rts,attention_check,gender,age,race,edu,income,nativeEng,feedback,instructions_times,total_time,stamp,id
2D85BAD6,ma_choice_v3_real1,57b270d576b2ea0001c98812,,,1,100,"AC and heat is king. If I can't be comfortable in my own home, I won't feel like it's my home. Even if it's just moderate, that's okay. Up next is having a washing machine and dryer. Everything else is just perks after that, given the choices presented. I honestly wasn't happy with any of the choices. ",I know what my choice process was because I know. ,87,75,75,100,0,33,Yes,Yes,"Daily or almost daily,5-15 minutes per day,5+ years",,,,,,,,,,,"{""lex_strat"":30988.200000286102,""consistency1"":6804.099999904633,""appropriateness"":19227.200000286102,""consistency2"":7677.099999904633,""confidence"":8460.5,""strategy"":71293.19999980927,""metastrategy"":15940.699999809265,""attention"":3549,""choice_domain"":4549.599999904633,""choice_exp"":4342.199999809265}",I will complete this study with my full attention.,Man,31,"[""White""]",4 year degree,"$35,000 - $50,000",Yes,Thank you!,"[3716,1431.7999997138977,3839.9000000953674,23070.599999904633,9935.700000286102,18171.299999713898,1011.8000001907349,1661.3000001907349,6839.599999904633,3727.5,1686,2559.800000190735,7917.200000286102,1176,8557.400000095367,5151.900000095367,1216.0999999046326,1037.3000001907349,9863.599999904633,3616.7999997138977,6854.900000095367,1015.8000001907349]",1293290,1/27/22 18:52,184
61001214262ccac3ef6bb096,ma_choice_v3_real1,61001214262ccac3ef6bb096,2,2,2,71,"I looked first at the year it was built. Other deciding factors were reputation of school, condition of A/C unit, size and Washer /dryer.",I stayed pretty consistent in section 1,75,74,74,92,5-Jan,69,No,,,,,,,,,,,,,"{""lex_strat"":17253.400000572205,""weight_strat"":20925.800000190735,""attribute_strat"":15639.89999961853,""consistency1"":6874.5,""appropriateness"":12016.29999923706,""consistency2"":7311.700000762939,""confidence"":7435.299999237061,""strategy"":61387.800000190735,""metastrategy"":21251.10000038147,""attention"":6989.799999237061,""choice_domain"":11362.5,""choice_exp"":5046.89999961853}",I will complete this study with my full attention,Woman,46,"[""White""]",4 year degree,"$80,000 - $100,000",Yes,No confusion,"[2450.300000190735,2726.0999994277954,2132,25248,12565.800000190735,8731.39999961853,2506.6000003814697,2293.5,3186.300000190735,2467.699999809265,1909,2772.1000003814697,4204.10000038147,4957.60000038147,1887.5999994277954,1536.6999998092651,7696.5,6470,10904.10000038147,1895.1000003814697]",1874091,1/27/22 18:52,185
5edae6ec1a69d47606c15969,ma_choice_v3_real1,5edae6ec1a69d47606c15969,1,2,2,79,"I made my choice mainly by the distance from restaurants. Some other factors contribute, but not as much.",I remember what I was thinking when making the choices.,99,95,98,100,0,100,No,,,,,,,,,,,,,"{""lex_strat"":28789.800000071526,""weight_strat"":16292.700000047684,""attribute_strat"":15189.399999976158,""consistency1"":8068.199999928474,""appropriateness"":52468.09999990463,""consistency2"":8800,""confidence"":5980.100000023842,""strategy"":48902.40000009537,""metastrategy"":29724.100000023842,""attention"":4660.599999904633,""choice_domain"":5542.100000023842,""choice_exp"":5006.399999976158}",I will complete this study with my full attention.,Man,31,"[""Hispanic, Latinx, or Spanish origin""]",2 year degree,"$10,000 - $15,000",No,I have no feedback.,"[3453.399999976158,2295.9000000953674,3704.0999999046326,11983.800000071526,15064.299999952316,16223.899999976158,2600,1797.3999999761581,2856.100000023842,5487.799999952316,2517.100000023842,3816,8437.900000095367,11992.5,1487.5,1718.2999999523163,9440,6568.100000023842,21855.899999976158,1400]",1487266,1/27/22 18:54,186
60febf58549ef9280776efec,ma_choice_v3_real1,60febf58549ef9280776efec,1,2,2,100,"Firstly, the yard and yard size was the main decision factor. With a toddler, having a yard is extremely important. The next factor was the noise level. We currently live in a rural setting and it is much desired. Thirdly, the amount of square footage of the home. ",Because I never changed my process. It was strict with specific factors.,100,100,75,100,5-Jan,100,Yes,Yes,"Daily or almost daily,15-30 minutes per day,1-3 years",,,,,,,,,,,"{""lex_strat"":37073.300000071526,""weight_strat"":15784.300000071526,""attribute_strat"":32100.100000023842,""consistency1"":6055.399999976158,""appropriateness"":20746.100000023842,""consistency2"":7322.899999976158,""confidence"":4678,""strategy"":82387.39999997616,""metastrategy"":32123.699999928474,""attention"":3888.4000000953674,""choice_domain"":5021.400000095367,""choice_exp"":8107.100000023842}",I will complete this study with my full attention.,Woman,34,"[""White"",""Hispanic, Latinx, or Spanish origin""]",Some college,"$65,000 - $80,000",Yes,"I enjoyed it very much and yes, the time it took was pretty close to the description. ","[4398.799999952316,2266.7000000476837,3545,30616.899999976158,15265.899999976158,158527.70000004768,2419.6999999284744,1689.8999999761581,4075,2966.899999976158,1947.2000000476837,4165,5047.099999904633,8969.200000047684,1422.6000000238419,1393.1000000238419,7920.200000047684,6110.799999952316,8532,1346.3999999761581]",1941922,1/27/22 18:56,187
61214437be6b886302dc6198,ma_choice_v3_real1,61214437be6b886302dc6198,2,2,2,50,"I started by thinking about my family and what factors in a home would be most important to us. My spouse works from home and I'm a stay at home mom to our three year old, so the quality of home would be really important as we are all spending a really good amount of time there together. I started typically by looking at the washer/dryer situation, along with quality of AC/heating. Then I moved onto schools, and then things that mattered a little bit less, such as house size, yard size, and amount of traffic. Some of the decisions were quite tough and made me choose between things that were really important to me. However, if one of my most important factors wasn't met, it wasn't an immediate dealbreaker, if everything else on the list was really good I realized I could make compromises such as going out of the home to do laundry even though I'd really prefer not to,  if it meant a bigger yard, more stability in the quality of our home, or better schools for our kid.","I did a lot of reflection I guess, I picked up pretty quickly through section one on what factors were the most important to me and why, so answering section two felt easy for me. ",43,39,69,87,0,100,Yes,Yes,"Daily or almost daily,15-30 minutes per day,1-3 years",,,,,,,,,,,"{""lex_strat"":23841,""weight_strat"":29717,""attribute_strat"":32007,""consistency1"":21846,""appropriateness"":8670,""consistency2"":6361,""confidence"":7366,""strategy"":178317,""metastrategy"":39990,""attention"":6967,""choice_domain"":3063,""choice_exp"":3071}",I will complete this study with my full attention.,Some other way,27,"[""White""]",Some college,"$35,000 - $50,000",Yes,n/a,"[3223,1456,1905,5864,8128,8144,1632,1671,4719,3784,1447,3944,4463,9888,1144,1303,3968,4632,100754,1192]",2087111,1/27/22 18:58,188
5de0b69ba91be311cb773b0b,ma_choice_v3_real1,5de0b69ba91be311cb773b0b,2,2,2,100,I looked at the factors that mattered to me and tried to compare between them to determine which house I preferred.,I already knew in section 1 which details mattered to me and my preferences for those.,75,88,100,87,5-Jan,,No,,,,,,,,,,,,,"{""lex_strat"":18822.899999976158,""weight_strat"":15397.800000011921,""attribute_strat"":23838.600000023842,""consistency1"":10358.200000047684,""appropriateness"":11118.399999976158,""consistency2"":13022.199999988079,""confidence"":5630.199999988079,""strategy"":37977.80000001192,""metastrategy"":79638.69999998808,""attention"":9238,""choice_domain"":3270.399999976158,""choice_exp"":12919.099999964237}",I will complete this study with my full attention.,Man,20,"[""White""]",High school,"Under $5,000",Yes,The study seemed to take a bit longer than it said it would,"[4503.899999976158,1879.1000000238419,1864.3999999761581,31031.5,8880.100000023842,7600.199999988079,1359.6000000238419,1294.5,6176.099999964237,2888,1118.300000011921,2312.300000011921,2926.699999988079,5287.800000011921,791.8000000119209,1079,3751.899999976158,5648.100000023842,12183.599999964237,1176.300000011921]",2793700,1/27/22 19:00,189
610ec37ea0648de28b37fb83,ma_choice_v3_real1,610ec37ea0648de28b37fb83,,,1,100,!st put the real amount of time that is needed in the study section before we have picked your studt,Same as 1st,100,100,50,100,10-May,66,Yes,Yes,"Daily or almost daily,5-15 minutes per day,3-5 years",,,,,,,,,,,"{""lex_strat"":60098.299999952316,""consistency1"":16205,""appropriateness"":12224.200000047684,""consistency2"":7777.299999952316,""confidence"":7097,""strategy"":66966.30000019073,""metastrategy"":15449.5,""attention"":6249.5,""choice_domain"":8344.799999952316,""choice_exp"":11120.399999856949}",I will complete this study with my full attention,Woman,58,"[""White""]",2 year degree,"$80,000 - $100,000",Yes,I am still salty about the miss info on time needed,"[5800.299999952316,4592.099999904633,4262,42072.299999952316,32587.900000095367,28837.900000095367,3114,2241.5999999046326,7845.900000095367,12008.099999904633,3323.7000000476837,7430.099999904633,13381.900000095367,2066,10598.599999904633,5636,1546,1923,8597.600000143051,8286.199999809265,16618.10000014305,1640.0999999046326]",2338504,1/27/22 19:01,190
611729ddf39841cce093b0ff,ma_choice_v3_real1,611729ddf39841cce093b0ff,2,2,2,100,I did exactly what I selected that I did in section 2. I went by 3 different features and if that didn't help then I selected another one. They were equally as bad and in real life I wouldn't have chose either.,I'm not sure whats being asked here. I just answered the questions,75,73,100,100,10-May,32,No,,,,,,,,,,,,,"{""lex_strat"":22006.20000001788,""weight_strat"":26757.90000000596,""attribute_strat"":11838.800000011921,""consistency1"":9916.90000000596,""appropriateness"":12717.59999999404,""consistency2"":24020.29999998212,""confidence"":6597.799999982119,""strategy"":61496.5,""metastrategy"":35277.89999997616,""attention"":6542.299999982119,""choice_domain"":7118.300000011921,""choice_exp"":6918.5999999940395}",I will complete this study with my full attention,Woman,43,"[""White""]",4 year degree,"$15,000 - $25,000",Yes,No,"[3886.300000011921,2015.699999988079,3024.0999999940395,6784,14439.90000000596,15056.59999999404,2383.4000000059605,1598.5999999940395,3640,3296,2462.4000000059605,3887.7999999821186,3214.5999999940395,2264.2000000178814,1207.5,1591,6192.5,6303.4000000059605,4407.5999999940395,1416.6000000238419]",2143097,1/27/22 19:01,191
5f0e52aa66ece519e2831c7c,ma_choice_v3_real1,5f0e52aa66ece519e2831c7c,2,2,2,24,"I have children, so the quality of the schools is important to me.  Also, the size of house and yard size is important.  I didn't put much focus on the amount of light or closeness to public transportation.  I also worry about traffic, but the road we live on now has a lot of fast drivers, so I am used to being careful.  ",I picked the best choices based on my family and what we desire in a house.  ,73,60,75,100,0,85,No,,,,,,,,,,,,,"{""lex_strat"":12061,""weight_strat"":40968,""attribute_strat"":29479,""consistency1"":12796,""appropriateness"":23877,""consistency2"":6411,""confidence"":9528,""strategy"":101870,""metastrategy"":35686,""attention"":4319,""choice_domain"":8846,""choice_exp"":3859}",I will complete this study with my full attention,Woman,48,"[""White""]",4 year degree,"$65,000 - $80,000",Yes,Thank you!,"[4021,2430,7448,20112,14627,22977,4170,2261,5467,4626,2309,3880,6454,9815,3192,1444,9038,8318,167173,2205]",2013120,1/27/22 19:02,192
61035cb1ec7795c71631350c,ma_choice_v3_real1,61035cb1ec7795c71631350c,2,2,2,82,"I narrowed down to a few things that I cared about the most (ac/heater, public transportation, washer and dryer) which were of staggered importance and then if I needed further help to decide I would compare the size of the places ",I was thinking of my process as I went in section 1,85,75,65,86,5-Jan,14,Yes,No,"2-4 times per week,5-15 minutes per day,0-1 years",,,,,,,,,,,"{""lex_strat"":6105.400000035763,""weight_strat"":9226.800000011921,""attribute_strat"":38204.799999952316,""consistency1"":10240.399999976158,""appropriateness"":15811.199999988079,""consistency2"":11243.100000023842,""confidence"":8040.300000011921,""strategy"":95691.60000002384,""metastrategy"":30401.600000023842,""attention"":3958.699999988079,""choice_domain"":5120.800000011921,""choice_exp"":4041.899999976158}",I will complete this study with my full attention,Woman,23,"[""White""]",High school,"Under $5,000",Yes,I'm not sure if I was supposed to take this study twice but I took one before that was pretty much identical ,"[3810.399999976158,2589.900000035763,4389.099999964237,9161.600000023842,10814.300000011921,7015.899999976158,2107.800000011921,2265.100000023842,7416.300000011921,3592.5,2651.199999988079,3774.899999976158,4609.100000023842,6725.699999988079,1226.199999988079,1814,4927.399999976158,3502.5,9839.100000023842,1171.5]",1929352,1/27/22 19:02,193
5dd2f94a238a913096c52317,ma_choice_v3_real1,5dd2f94a238a913096c52317,1,2,2,86,I chose what I really cared about the most and tried to stick with those things through all trials.,I went with my instincts and knew what I was looking for.,81,78,63,100,5-Jan,32,No,,,,,,,,,,,,,"{""lex_strat"":21226.199999809265,""weight_strat"":31140.700000047684,""attribute_strat"":41229.299999952316,""consistency1"":11936.5,""appropriateness"":31252.900000095367,""consistency2"":8559.900000095367,""confidence"":7464.599999904633,""strategy"":45056.700000047684,""metastrategy"":30521.5,""attention"":6698,""choice_domain"":6491.599999904633,""choice_exp"":5532.099999904633}",I will complete this study with my full attention.,Woman,39,"[""White""]",High school,"$35,000 - $50,000",Yes,no,"[5080.400000095367,2779,3586.7999999523163,33627.700000047684,12232.799999952316,16533.299999952316,2897.4000000953674,1942.9000000953674,5381.700000047684,6450.099999904633,7241.799999952316,22748.300000190735,7480.300000190735,9832.099999904633,1648.5999999046326,10096.299999952316,10352.100000143051,13061.399999856949,10766.600000143051,1781.3999998569489]",1626477,1/27/22 19:02,194
60641f06b9c8e77f4605064a,ma_choice_v3_real1,60641f06b9c8e77f4605064a,1,2,2,82,"I looked at the options of my most important house attributes.  I gave the highest weight to the options that were most important to me.  I tallied up which of the two houses offered the better options for my most important attributes, then scanned the less important attributes to see if any would make additional influence on my decision.",I had repeatedly made the same hierarchical decisions (from most important options to least important options) in every choice.  And then I scanned the remaining options to add additional pluses and minuses to the house's overall desirability.  ,83,83,78,80,0,66,Yes,No,"2-4 times per week,5-15 minutes per day,0-1 years",,,,,,,,,,,"{""lex_strat"":56164.59999990463,""weight_strat"":37567.299999952316,""attribute_strat"":44364.60000002384,""consistency1"":10272.600000023842,""appropriateness"":22035.100000023842,""consistency2"":11081.5,""confidence"":12626.799999952316,""strategy"":238295.70000004768,""metastrategy"":136717.10000002384,""attention"":6600,""choice_domain"":10325.200000047684,""choice_exp"":6089.700000047684}",I will complete this study with my full attention,Woman,62,"[""White""]",2 year degree,"$15,000 - $25,000",Yes,"It seemed to take much, much longer.","[3383.1999999284744,2240.600000023842,2663.2000000476837,68508.69999992847,38683.10000002384,8919.899999976158,3661.4000000953674,2571.7000000476837,4519.5,3489.1999999284744,2539.100000023842,4439.299999952316,5850.699999928474,14631.899999976158,1687.9000000953674,2620.1999999284744,9592.399999976158,15295.700000047684,23199.899999976158,1783.8999999761581]",3431038,1/27/22 19:05,195
